QuestionID_x,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,QuestionID_y,isValid
USNORC.440229.R22,"Yes, Roosevelt",51,"Have you ever heard of the C.I.O. (Congress of Industrial Organizations) Political Action Committee? (If 'Yes,' ask:) Do you know if it supports Roosevelt or Dewey or neither one in this campaign?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R22,"No, Never heard of",32,"Have you ever heard of the C.I.O. (Congress of Industrial Organizations) Political Action Committee? (If 'Yes,' ask:) Do you know if it supports Roosevelt or Dewey or neither one in this campaign?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R22,"Yes, Dewey",1,"Have you ever heard of the C.I.O. (Congress of Industrial Organizations) Political Action Committee? (If 'Yes,' ask:) Do you know if it supports Roosevelt or Dewey or neither one in this campaign?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R22,"Yes, neither",2,"Have you ever heard of the C.I.O. (Congress of Industrial Organizations) Political Action Committee? (If 'Yes,' ask:) Do you know if it supports Roosevelt or Dewey or neither one in this campaign?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R22,"Yes, don't know",14,"Have you ever heard of the C.I.O. (Congress of Industrial Organizations) Political Action Committee? (If 'Yes,' ask:) Do you know if it supports Roosevelt or Dewey or neither one in this campaign?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R26,Roosevelt leading,25,"Have you read or heard what either the Gallup or the Fortune public opinion polls have said about who will win this (1944 presidential) election? (If 'Yes,' ask:) The last you heard, who did they say would win?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,False
USNORC.440229.R26,Dewey leading,4,"Have you read or heard what either the Gallup or the Fortune public opinion polls have said about who will win this (1944 presidential) election? (If 'Yes,' ask:) The last you heard, who did they say would win?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,False
USNORC.440229.R26,"Close, neck and neck, toss up ",4,"Have you read or heard what either the Gallup or the Fortune public opinion polls have said about who will win this (1944 presidential) election? (If 'Yes,' ask:) The last you heard, who did they say would win?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,False
USNORC.440229.R26,"Nothing definite, polls only show trends, polls don't know--some states Dewey some states one or the other ",2,"Have you read or heard what either the Gallup or the Fortune public opinion polls have said about who will win this (1944 presidential) election? (If 'Yes,' ask:) The last you heard, who did they say would win?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,False
USNORC.440229.R26,I don't know what they predict or whom they say will win,3,"Have you read or heard what either the Gallup or the Fortune public opinion polls have said about who will win this (1944 presidential) election? (If 'Yes,' ask:) The last you heard, who did they say would win?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,False
USNORC.440229.R26,No haven't heard,62,"Have you read or heard what either the Gallup or the Fortune public opinion polls have said about who will win this (1944 presidential) election? (If 'Yes,' ask:) The last you heard, who did they say would win?",,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,False
USOPOR.44-033.Q15AK,Roosevelt has done an excellent job and it's very important that he should be President during the next four years,26,"With which of these statements do you come closest to agreeing?...(Franklin D.) Roosevelt has done an excellent job and it's very important that he should be President during the next four years.  While he has made mistakes and he's been in office for a long time, it is still better to elect Roosevelt President again for the next four years.  Although Roosevelt has done some good things, he has been President long enough and the country would be better off to elect (Thomas) Dewey for the next four years.  It would be a very bad thing for this country to re-elect Roosevelt for another four years.",,Asked of Form K half sample,10/31/1944,Office of Public Opinion Research,,Office of Public Opinion Research Roosevelt Survey,10/7/1944,10/12/1944,Y,National Adult,2187,,Face-to-face interview,,,True
USOPOR.44-033.Q15AK,"While he has made mistakes and he's been office a long time, it is still better to elect Roosevelt President again for the next four years",29,"With which of these statements do you come closest to agreeing?...(Franklin D.) Roosevelt has done an excellent job and it's very important that he should be President during the next four years.  While he has made mistakes and he's been in office for a long time, it is still better to elect Roosevelt President again for the next four years.  Although Roosevelt has done some good things, he has been President long enough and the country would be better off to elect (Thomas) Dewey for the next four years.  It would be a very bad thing for this country to re-elect Roosevelt for another four years.",,Asked of Form K half sample,10/31/1944,Office of Public Opinion Research,,Office of Public Opinion Research Roosevelt Survey,10/7/1944,10/12/1944,Y,National Adult,2187,,Face-to-face interview,,,True
USOPOR.44-033.Q15AK,"Although Roosevelt has done some good things, he has been President long enough and the country would be better off to elect Dewey for the next four years",26,"With which of these statements do you come closest to agreeing?...(Franklin D.) Roosevelt has done an excellent job and it's very important that he should be President during the next four years.  While he has made mistakes and he's been in office for a long time, it is still better to elect Roosevelt President again for the next four years.  Although Roosevelt has done some good things, he has been President long enough and the country would be better off to elect (Thomas) Dewey for the next four years.  It would be a very bad thing for this country to re-elect Roosevelt for another four years.",,Asked of Form K half sample,10/31/1944,Office of Public Opinion Research,,Office of Public Opinion Research Roosevelt Survey,10/7/1944,10/12/1944,Y,National Adult,2187,,Face-to-face interview,,,True
USOPOR.44-033.Q15AK,It would be a very bad thing for this country to re-elect Roosevelt for another four years,11,"With which of these statements do you come closest to agreeing?...(Franklin D.) Roosevelt has done an excellent job and it's very important that he should be President during the next four years.  While he has made mistakes and he's been in office for a long time, it is still better to elect Roosevelt President again for the next four years.  Although Roosevelt has done some good things, he has been President long enough and the country would be better off to elect (Thomas) Dewey for the next four years.  It would be a very bad thing for this country to re-elect Roosevelt for another four years.",,Asked of Form K half sample,10/31/1944,Office of Public Opinion Research,,Office of Public Opinion Research Roosevelt Survey,10/7/1944,10/12/1944,Y,National Adult,2187,,Face-to-face interview,,,True
USOPOR.44-033.Q15AK,Don't know,7,"With which of these statements do you come closest to agreeing?...(Franklin D.) Roosevelt has done an excellent job and it's very important that he should be President during the next four years.  While he has made mistakes and he's been in office for a long time, it is still better to elect Roosevelt President again for the next four years.  Although Roosevelt has done some good things, he has been President long enough and the country would be better off to elect (Thomas) Dewey for the next four years.  It would be a very bad thing for this country to re-elect Roosevelt for another four years.",,Asked of Form K half sample,10/31/1944,Office of Public Opinion Research,,Office of Public Opinion Research Roosevelt Survey,10/7/1944,10/12/1944,Y,National Adult,2187,,Face-to-face interview,,,True
USOPOR.44-031.Q09,Dewey,36,"If the (1944) Presidential election were being held today, how would you vote--for (Thomas) Dewey, or for (Franklin D.) Roosevelt?",,,08/31/1944,Office of Public Opinion Research,,Office of Public Opinion Research Roosevelt Survey,08/25/1944,08/30/1944,Y,National Adult,411,,Face-to-face interview,,,True
USOPOR.44-031.Q09,Roosevelt,55,"If the (1944) Presidential election were being held today, how would you vote--for (Thomas) Dewey, or for (Franklin D.) Roosevelt?",,,08/31/1944,Office of Public Opinion Research,,Office of Public Opinion Research Roosevelt Survey,08/25/1944,08/30/1944,Y,National Adult,411,,Face-to-face interview,,,True
USOPOR.44-031.Q09,No opinion,9,"If the (1944) Presidential election were being held today, how would you vote--for (Thomas) Dewey, or for (Franklin D.) Roosevelt?",,,08/31/1944,Office of Public Opinion Research,,Office of Public Opinion Research Roosevelt Survey,08/25/1944,08/30/1944,Y,National Adult,411,,Face-to-face interview,,,True
31093632.00011,Dewey,45,If the election were held today would you vote for (Thomas) Dewey or (Franklin) Roosevelt?,* = Less than .5 percent.,Asked of Registered voters (93%),04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
31093632.00011,Roosevelt,45,If the election were held today would you vote for (Thomas) Dewey or (Franklin) Roosevelt?,* = Less than .5 percent.,Asked of Registered voters (93%),04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
31093632.00011,Undecided,10,If the election were held today would you vote for (Thomas) Dewey or (Franklin) Roosevelt?,* = Less than .5 percent.,Asked of Registered voters (93%),04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
31093632.00011,Other,*,If the election were held today would you vote for (Thomas) Dewey or (Franklin) Roosevelt?,* = Less than .5 percent.,Asked of Registered voters (93%),04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
USNORC.440229.R09A,Roosevelt is the choice of big business,19,Do you think most big business would rather see Roosevelt or Dewey elected (president in 1944)?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09A,Dewey is the choice of big business,67,Do you think most big business would rather see Roosevelt or Dewey elected (president in 1944)?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09A,It makes no difference to big business who is elected (Vol.),2,Do you think most big business would rather see Roosevelt or Dewey elected (president in 1944)?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09A,Don't know who is the choice of big business,12,Do you think most big business would rather see Roosevelt or Dewey elected (president in 1944)?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09C,Roosevelt is the choice of factory workers,71,Do you think most factory workers would rather see Roosevelt or Dewey elected?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09C,Dewey is the choice of factory workers,10,Do you think most factory workers would rather see Roosevelt or Dewey elected?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09C,It makes no difference to factory workers who is elected (Vol.),5,Do you think most factory workers would rather see Roosevelt or Dewey elected?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09C,Don't know who is the choice of factory workers,15,Do you think most factory workers would rather see Roosevelt or Dewey elected?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
31093632.00012,Dewey including leaners,49,"(If the election were held today would you vote for (Thomas) Dewey or (Franklin) Roosevelt?) (If Undecided, ask:) Which way are you leaning at the present time--toward Dewey or Roosevelt?",,Asked of Registered voters (93%),04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
31093632.00012,Roosevelt including leaners,48,"(If the election were held today would you vote for (Thomas) Dewey or (Franklin) Roosevelt?) (If Undecided, ask:) Which way are you leaning at the present time--toward Dewey or Roosevelt?",,Asked of Registered voters (93%),04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
31093632.00012,Undecided,4,"(If the election were held today would you vote for (Thomas) Dewey or (Franklin) Roosevelt?) (If Undecided, ask:) Which way are you leaning at the present time--toward Dewey or Roosevelt?",,Asked of Registered voters (93%),04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
USNORC.440229.R16,Roosevelt,59,"If today were election day (1944), do you think you would vote for Roosevelt, Dewey or Thomas (for president)?",,Don't plan to vote (13%),10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R16,Dewey,29,"If today were election day (1944), do you think you would vote for Roosevelt, Dewey or Thomas (for president)?",,Don't plan to vote (13%),10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R16,Thomas,2,"If today were election day (1944), do you think you would vote for Roosevelt, Dewey or Thomas (for president)?",,Don't plan to vote (13%),10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R16,Other (Vol.),1,"If today were election day (1944), do you think you would vote for Roosevelt, Dewey or Thomas (for president)?",,Don't plan to vote (13%),10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R16,Undecided,10,"If today were election day (1944), do you think you would vote for Roosevelt, Dewey or Thomas (for president)?",,Don't plan to vote (13%),10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09B,Roosevelt is the choice of soldiers,46,Do you think most soldiers would rather see Roosevelt or Dewey elected?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09B,Dewey is the choice of soldiers,18,Do you think most soldiers would rather see Roosevelt or Dewey elected?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09B,It makes no difference to soldiers who is elected (Vol.),8,Do you think most soldiers would rather see Roosevelt or Dewey elected?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R09B,Don't know who is the choice of soldiers,27,Do you think most soldiers would rather see Roosevelt or Dewey elected?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
31093632.00020,Dewey,18,"In your opinion, which man is more likely to see that these Germans are brought to trial and punished--(Franklin) Roosevelt or (Thomas)  Dewey?",,"Asked of those who said that after Germany surrenders, we should punish all Germans/only the German leaders (92%)",04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
31093632.00020,Roosevelt,34,"In your opinion, which man is more likely to see that these Germans are brought to trial and punished--(Franklin) Roosevelt or (Thomas)  Dewey?",,"Asked of those who said that after Germany surrenders, we should punish all Germans/only the German leaders (92%)",04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
31093632.00020,Undecided,14,"In your opinion, which man is more likely to see that these Germans are brought to trial and punished--(Franklin) Roosevelt or (Thomas)  Dewey?",,"Asked of those who said that after Germany surrenders, we should punish all Germans/only the German leaders (92%)",04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
31093632.00020,No difference,33,"In your opinion, which man is more likely to see that these Germans are brought to trial and punished--(Franklin) Roosevelt or (Thomas)  Dewey?",,"Asked of those who said that after Germany surrenders, we should punish all Germans/only the German leaders (92%)",04/27/2024,Minneapolis Tribune,,The Minnesota Poll # 13,10/4/1944,10/4/1944,Y,Adult residents of Minnesota--21 years old and over,990,,Face-to-face interview,,,True
USNORC.440229.R07F,Roosevelt will do the best job of getting business and labor to work together,43,Do you think Roosevelt or Dewey would do a better job of getting business and labor to work together better?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R07F,Dewey will do the best job of getting business and labor to work together,37,Do you think Roosevelt or Dewey would do a better job of getting business and labor to work together better?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R07F,There is no difference in what they will do to get them to work together (vol.),6,Do you think Roosevelt or Dewey would do a better job of getting business and labor to work together better?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USNORC.440229.R07F,Don't know who will do the best job of getting them to work together,13,Do you think Roosevelt or Dewey would do a better job of getting business and labor to work together better?,,,10/31/1944,National Opinion Research Center (NORC),,NORC Pre-Election Survey 1944,10/1/1944,10/31/1944,Y,National adult,2564,,Face-to-face interview,,,True
USOPOR.44-031.Q06B,"Roosevelt will see to it that not matter what happens in this country after the war, there will not be breadlines and everyone will have some kind of security",22,"Please look over these arguments again and tell me which one you feel is the best....(Franklin D.) Roosevelt will see to it that no matter what happens in this country after the war, there will not be breadlines and everyone will have some kind of security.  Because of Roosevelt's experience, it would be better to have him than (Thomas) Dewey represent this country at the peace table after the war.  Whether we agree with Roosevelt or not, at least we know where he stands on the important problems we have to face both here at home and in international affairs.  Dewey doesn't tell us frankly what he thinks.  He always seems to play safe.  The Republicans failed after the last war to work out a way to maintain a lasting peace.  After this war is over they would probably not make as good peace arrangements as the Democrats",Adds to more than 100% due to multiple responses.,Asked of those who gave more than one response (63%),08/31/1944,Office of Public Opinion Research,,Office of Public Opinion Research Roosevelt Survey,08/25/1944,08/30/1944,Y,National Adult,411,,Face-to-face interview,,,False
