QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,isValid
USGALLUP.54-540.QK21B,Other,*,Did you vote for Eisenhower or Stevenson (for President) in 1952?,* = less than .5 percent,,12/1/1954,Gallup Organization,,Gallup Poll (AIPO),12/2/1954,12/7/1954,Y,National Adult,1481,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.54-540.QK21B,Don't know,*,Did you vote for Eisenhower or Stevenson (for President) in 1952?,* = less than .5 percent,,12/1/1954,Gallup Organization,,Gallup Poll (AIPO),12/2/1954,12/7/1954,Y,National Adult,1481,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.56-565.Q53,Eisenhower,60,"(Suppose the presidential election were being held today.) If President Eisenhower were the Republican candidate and Adlai Stevenson were the Democratic candidate, which would you like to see win? (If Undecided, ask:) As of today, would you lean more to Eisenhower, the Republican, or to Stevenson, the Democrat?",* = less than .5 percent,,06/1/1956,Gallup Organization,,Gallup Poll (AIPO),05/31/1956,06/5/1956,Y,National adult,1974,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.56-565.Q53,Stevenson,35,"(Suppose the presidential election were being held today.) If President Eisenhower were the Republican candidate and Adlai Stevenson were the Democratic candidate, which would you like to see win? (If Undecided, ask:) As of today, would you lean more to Eisenhower, the Republican, or to Stevenson, the Democrat?",* = less than .5 percent,,06/1/1956,Gallup Organization,,Gallup Poll (AIPO),05/31/1956,06/5/1956,Y,National adult,1974,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.56-565.Q53,Other,*,"(Suppose the presidential election were being held today.) If President Eisenhower were the Republican candidate and Adlai Stevenson were the Democratic candidate, which would you like to see win? (If Undecided, ask:) As of today, would you lean more to Eisenhower, the Republican, or to Stevenson, the Democrat?",* = less than .5 percent,,06/1/1956,Gallup Organization,,Gallup Poll (AIPO),05/31/1956,06/5/1956,Y,National adult,1974,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.56-565.Q53,Undecided lean Eisenhower,1,"(Suppose the presidential election were being held today.) If President Eisenhower were the Republican candidate and Adlai Stevenson were the Democratic candidate, which would you like to see win? (If Undecided, ask:) As of today, would you lean more to Eisenhower, the Republican, or to Stevenson, the Democrat?",* = less than .5 percent,,06/1/1956,Gallup Organization,,Gallup Poll (AIPO),05/31/1956,06/5/1956,Y,National adult,1974,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.56-565.Q53,Undecided lean Stevenson,1,"(Suppose the presidential election were being held today.) If President Eisenhower were the Republican candidate and Adlai Stevenson were the Democratic candidate, which would you like to see win? (If Undecided, ask:) As of today, would you lean more to Eisenhower, the Republican, or to Stevenson, the Democrat?",* = less than .5 percent,,06/1/1956,Gallup Organization,,Gallup Poll (AIPO),05/31/1956,06/5/1956,Y,National adult,1974,,Face-to-face interview,Sample size is approximate.,True
USGALLUP.56-565.Q53,Undecided lean undecided,3,"(Suppose the presidential election were being held today.) If President Eisenhower were the Republican candidate and Adlai Stevenson were the Democratic candidate, which would you like to see win? (If Undecided, ask:) As of today, would you lean more to Eisenhower, the Republican, or to Stevenson, the Democrat?",* = less than .5 percent,,06/1/1956,Gallup Organization,,Gallup Poll (AIPO),05/31/1956,06/5/1956,Y,National adult,1974,,Face-to-face interview,Sample size is approximate.,True
USROPER.CM67.QB09,Stevenson and Gore,32,"(It now looks fairly certain that President (Dwight) Eisenhower will run for re-election on the Republican ticket this November and that Adlai Stevenson will again be the Democratic candidate for President. However, the choice of both the Democratic and Republican Vice Presidential candidates is still uncertain and I would like to ask you a few questions about possible Vice Presidential candidates for both parties.) Suppose the Democratic ticket is Adlai Stevenson and (Albert) Gore and the Republican ticket is Eisenhower and Harold E. Stassen. If the election were being held today, who would you vote for -- for--Stevenson and Gore or Eisenhower and Stassen?",,Asked of From B half sample,08/1/1956,The Roper Organization,,Roper Commercial Survey,08/1/1956,08/7/1956,Y,National adult--21 years old and over,1987,,Face-to-face interview,,False
USROPER.CM67.QB09,Eisenhower and Stassen,53,"(It now looks fairly certain that President (Dwight) Eisenhower will run for re-election on the Republican ticket this November and that Adlai Stevenson will again be the Democratic candidate for President. However, the choice of both the Democratic and Republican Vice Presidential candidates is still uncertain and I would like to ask you a few questions about possible Vice Presidential candidates for both parties.) Suppose the Democratic ticket is Adlai Stevenson and (Albert) Gore and the Republican ticket is Eisenhower and Harold E. Stassen. If the election were being held today, who would you vote for -- for--Stevenson and Gore or Eisenhower and Stassen?",,Asked of From B half sample,08/1/1956,The Roper Organization,,Roper Commercial Survey,08/1/1956,08/7/1956,Y,National adult--21 years old and over,1987,,Face-to-face interview,,False
USROPER.CM67.QB09,Neither/Don't know,15,"(It now looks fairly certain that President (Dwight) Eisenhower will run for re-election on the Republican ticket this November and that Adlai Stevenson will again be the Democratic candidate for President. However, the choice of both the Democratic and Republican Vice Presidential candidates is still uncertain and I would like to ask you a few questions about possible Vice Presidential candidates for both parties.) Suppose the Democratic ticket is Adlai Stevenson and (Albert) Gore and the Republican ticket is Eisenhower and Harold E. Stassen. If the election were being held today, who would you vote for -- for--Stevenson and Gore or Eisenhower and Stassen?",,Asked of From B half sample,08/1/1956,The Roper Organization,,Roper Commercial Survey,08/1/1956,08/7/1956,Y,National adult--21 years old and over,1987,,Face-to-face interview,,False
USGALLUP.52-508.Q10A,"YES, EISENHOWER'S",9,DID YOU HAPPEN TO HEAR THE FINAL POLITICAL SPEECHES OF EISENHOWER OR STEVENSON ON THE NIGHT BEFORE ELECTION DAY (1952)?,,,11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.Q10A,"YES, STEVENSON'S",5,DID YOU HAPPEN TO HEAR THE FINAL POLITICAL SPEECHES OF EISENHOWER OR STEVENSON ON THE NIGHT BEFORE ELECTION DAY (1952)?,,,11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.Q10A,"YES, HEARD BOTH SPEECHES",36,DID YOU HAPPEN TO HEAR THE FINAL POLITICAL SPEECHES OF EISENHOWER OR STEVENSON ON THE NIGHT BEFORE ELECTION DAY (1952)?,,,11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.Q10A,No,50,DID YOU HAPPEN TO HEAR THE FINAL POLITICAL SPEECHES OF EISENHOWER OR STEVENSON ON THE NIGHT BEFORE ELECTION DAY (1952)?,,,11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.56-570.Q009,EISENHOWER-NIXON,45,"IF THE (1956) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATES WOULD YOU VOTE FOR--EISENHOWER AND NIXON OR STEVENSON AND KEFAUVER? IF 'UNDECIDED,' ASK: AS OF TODAY, DO LEAN MORE TO EISENHOWER AND NIXON OR MORE TO STEVENSON AND KEFAUVER?",,,09/14/1956,Gallup Organization,,Gallup Poll (AIPO),09/9/1956,09/14/1956,Y,National adult,1979,,Face-to-face interview,,True
USGALLUP.56-570.Q009,STEVENSON-KEFAUVER,38,"IF THE (1956) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATES WOULD YOU VOTE FOR--EISENHOWER AND NIXON OR STEVENSON AND KEFAUVER? IF 'UNDECIDED,' ASK: AS OF TODAY, DO LEAN MORE TO EISENHOWER AND NIXON OR MORE TO STEVENSON AND KEFAUVER?",,,09/14/1956,Gallup Organization,,Gallup Poll (AIPO),09/9/1956,09/14/1956,Y,National adult,1979,,Face-to-face interview,,True
USGALLUP.56-570.Q009,Refused,3,"IF THE (1956) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATES WOULD YOU VOTE FOR--EISENHOWER AND NIXON OR STEVENSON AND KEFAUVER? IF 'UNDECIDED,' ASK: AS OF TODAY, DO LEAN MORE TO EISENHOWER AND NIXON OR MORE TO STEVENSON AND KEFAUVER?",,,09/14/1956,Gallup Organization,,Gallup Poll (AIPO),09/9/1956,09/14/1956,Y,National adult,1979,,Face-to-face interview,,True
USGALLUP.56-570.Q009,LEANS TOWARD EISENHOWER-NIXON,4,"IF THE (1956) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATES WOULD YOU VOTE FOR--EISENHOWER AND NIXON OR STEVENSON AND KEFAUVER? IF 'UNDECIDED,' ASK: AS OF TODAY, DO LEAN MORE TO EISENHOWER AND NIXON OR MORE TO STEVENSON AND KEFAUVER?",,,09/14/1956,Gallup Organization,,Gallup Poll (AIPO),09/9/1956,09/14/1956,Y,National adult,1979,,Face-to-face interview,,True
USGALLUP.56-570.Q009,LEANS TOWARD STEVENSON-KEFAUVER,4,"IF THE (1956) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATES WOULD YOU VOTE FOR--EISENHOWER AND NIXON OR STEVENSON AND KEFAUVER? IF 'UNDECIDED,' ASK: AS OF TODAY, DO LEAN MORE TO EISENHOWER AND NIXON OR MORE TO STEVENSON AND KEFAUVER?",,,09/14/1956,Gallup Organization,,Gallup Poll (AIPO),09/9/1956,09/14/1956,Y,National adult,1979,,Face-to-face interview,,True
USGALLUP.56-570.Q009,Undecided,6,"IF THE (1956) PRESIDENTIAL ELECTION WERE BEING HELD TODAY, WHICH CANDIDATES WOULD YOU VOTE FOR--EISENHOWER AND NIXON OR STEVENSON AND KEFAUVER? IF 'UNDECIDED,' ASK: AS OF TODAY, DO LEAN MORE TO EISENHOWER AND NIXON OR MORE TO STEVENSON AND KEFAUVER?",,,09/14/1956,Gallup Organization,,Gallup Poll (AIPO),09/9/1956,09/14/1956,Y,National adult,1979,,Face-to-face interview,,True
USGALLUP.55-557.QK101A,"Yes, voted",74,"In the (presidential) election in November 1952--when Eisenhower ran against Stevenson--did things come up which kept you from voting, or did you happen to vote?",* = less than .5 percent,,12/1/1955,Gallup Organization,,Gallup Poll (AIPO),12/8/1955,12/13/1955,Y,National adult,1433,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.55-557.QK101A,"No, didn't vote",19,"In the (presidential) election in November 1952--when Eisenhower ran against Stevenson--did things come up which kept you from voting, or did you happen to vote?",* = less than .5 percent,,12/1/1955,Gallup Organization,,Gallup Poll (AIPO),12/8/1955,12/13/1955,Y,National adult,1433,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.55-557.QK101A,"No, too young",6,"In the (presidential) election in November 1952--when Eisenhower ran against Stevenson--did things come up which kept you from voting, or did you happen to vote?",* = less than .5 percent,,12/1/1955,Gallup Organization,,Gallup Poll (AIPO),12/8/1955,12/13/1955,Y,National adult,1433,,Face-to-face interview,Sample size is approximate.,False
USGALLUP.55-557.QK101A,Don't remember,*,"In the (presidential) election in November 1952--when Eisenhower ran against Stevenson--did things come up which kept you from voting, or did you happen to vote?",* = less than .5 percent,,12/1/1955,Gallup Organization,,Gallup Poll (AIPO),12/8/1955,12/13/1955,Y,National adult,1433,,Face-to-face interview,Sample size is approximate.,False
USROPER.RCOM64.Q26D,Stevenson,38,Do you mind telling me who you voted for (for President) in 1952--(Adlai) Stevenson or (President Dwight) Eisenhower?,,Asked of those who are clearly/fairly sure they voted in 1952 (69% of sample),09/1/1956,The Roper Organization,,Roper Commercial Survey,08/30/1956,09/8/1956,Y,National adult,2968,,Face-to-face interview,,False
USROPER.RCOM64.Q26D,Eisenhower,60,Do you mind telling me who you voted for (for President) in 1952--(Adlai) Stevenson or (President Dwight) Eisenhower?,,Asked of those who are clearly/fairly sure they voted in 1952 (69% of sample),09/1/1956,The Roper Organization,,Roper Commercial Survey,08/30/1956,09/8/1956,Y,National adult,2968,,Face-to-face interview,,False
USROPER.RCOM64.Q26D,Other,1,Do you mind telling me who you voted for (for President) in 1952--(Adlai) Stevenson or (President Dwight) Eisenhower?,,Asked of those who are clearly/fairly sure they voted in 1952 (69% of sample),09/1/1956,The Roper Organization,,Roper Commercial Survey,08/30/1956,09/8/1956,Y,National adult,2968,,Face-to-face interview,,False
USROPER.RCOM64.Q26D,Don't know,1,Do you mind telling me who you voted for (for President) in 1952--(Adlai) Stevenson or (President Dwight) Eisenhower?,,Asked of those who are clearly/fairly sure they voted in 1952 (69% of sample),09/1/1956,The Roper Organization,,Roper Commercial Survey,08/30/1956,09/8/1956,Y,National adult,2968,,Face-to-face interview,,False
USROPER.RCOM64.Q08A,Great differences,29,"Would you say there are great differences between (President Dwight) Eisenhower and (Adlai) Stevenson in their policies and the way they look at things, some differences but not great ones, or that on the whole their policies and the way they look at things are pretty much alike?",,Asked of all except those who said they don't plan to vote (95%),09/1/1956,The Roper Organization,,Roper Commercial Survey,08/30/1956,09/8/1956,Y,National adult,2968,,Face-to-face interview,,False
USROPER.RCOM64.Q08A,Some differences,34,"Would you say there are great differences between (President Dwight) Eisenhower and (Adlai) Stevenson in their policies and the way they look at things, some differences but not great ones, or that on the whole their policies and the way they look at things are pretty much alike?",,Asked of all except those who said they don't plan to vote (95%),09/1/1956,The Roper Organization,,Roper Commercial Survey,08/30/1956,09/8/1956,Y,National adult,2968,,Face-to-face interview,,False
USROPER.RCOM64.Q08A,Much alike,22,"Would you say there are great differences between (President Dwight) Eisenhower and (Adlai) Stevenson in their policies and the way they look at things, some differences but not great ones, or that on the whole their policies and the way they look at things are pretty much alike?",,Asked of all except those who said they don't plan to vote (95%),09/1/1956,The Roper Organization,,Roper Commercial Survey,08/30/1956,09/8/1956,Y,National adult,2968,,Face-to-face interview,,False
USROPER.RCOM64.Q08A,Don't know,16,"Would you say there are great differences between (President Dwight) Eisenhower and (Adlai) Stevenson in their policies and the way they look at things, some differences but not great ones, or that on the whole their policies and the way they look at things are pretty much alike?",,Asked of all except those who said they don't plan to vote (95%),09/1/1956,The Roper Organization,,Roper Commercial Survey,08/30/1956,09/8/1956,Y,National adult,2968,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,"EISENHOWER'S CHARACTER--THOROUGHLY HONEST, SINCERE, PLAIN SPEAKER, FINE MORAL MAN, NON-POLITICAL, LEVEL-HEADED, HAS HIS OWN MIND, JUST LIKED IKE",20,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,"EISENHOWER ABILITY--INTELLIGENT, HAS PROVEN CAPABILITY, FINE LEADER, KNOWS PEOPLE OF EUROPE, BETTER INFORMED ON WORLD CONDITIONS, HIS POLICIES",21,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,EISENHOWER'S MILITARY BACKGROUND,5,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,"ALWAYS VOTE REPUBLICAN, I'M A REPUBLICAN, HE'S A REPUBLICAN",5,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,'TIME FOR A CHANGE',32,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,"'TIME FOR A CHANGE' WITH SPECIFIC REASONS, CORRUPTION IN GOVERNMENT, TAXES TOO HIGH",8,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,"ANTI-TRUMAN, BUNGLING OF TRUMAN ADMINISTRATION, TIRED OF ADMINISTRATION, NEED A CHANGE FROM TRUMAN",4,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,"WORLD PEACE, IKE BEST FOR PEACE, KOREAN WAR",7,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,"DIDN'T LIKE STEVENSON, STEVENSON, HE'S A POLITICIAN",2,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
USGALLUP.52-508.R08CB,MISCELLANEOUS,1,"WHAT WAS THE MAIN REASON WHY YOU VOTED FOR EISENHOWER (IN THE 1952 PRESIDENTIAL ELECTION)--THAT IS, WHY DID YOU THINK HE WAS THE BEST MAN?",ADDS TO MORE THAN 100% DUE TO MULTIPLE RESPONSES,VOTED FOR EISENHOWER (47%),11/19/1952,Gallup Organization,,Gallup Poll (AIPO),11/14/1952,11/19/1952,Y,National Adult,3003,,Face-to-face interview,,False
