QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USAP.013108.R03F,"(For each of the following individuals, please select if you have a favorable or unfavorable impression of that person.  If you don't know enough about the person to have an opinion, you can say that too.)...Al Gore...Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, don't know enough to say",nan,nan,01/31/2008,Knowledge Networks,Associated Press; Yahoo,Associated Press/Yahoo Poll,01/18/2008,01/28/2008,Y,National adult,2016,nan,Web-based survey,"The poll was fielded by Knowledge Networks using its national panel, which is randomly selected from the entire national population and subsequently provided Internet access if needed.",48.0,40.0,11.0
USCBS.121100.R02,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,Registered voters,12/11/2000,CBS News,nan,CBS News Poll,12/9/2000,12/10/2000,Y,National adult,1114,nan,Telephone Interview,nan,41.0,48.0,11.0
USLAT.121306.R39,"What is your impression of former vice president Al Gore?  As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable or haven't you heard enough about him to say?",nan,Asked of Democrats and those who vote for Democrats,12/13/2006,Los Angeles Times,Bloomberg News,Los Angeles Times/Bloomberg Poll,12/8/2006,12/11/2006,Y,National adult,1489,GORE,Telephone Interview,nan,74.0,22.0,4.0
USTARR.110100.R04,"(I would like to read you the names of several individuals who have been mentioned in the news recently. For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Al Gore",nan,nan,11/1/2000,"The Tarrance Group; Lake, Snell, Perry & Associates",Voter.com,Voter.com/Battleground 2000 Tracking Survey,10/27/2000,10/30/2000,Y,National likely voters (see note),1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the Congressional and Presidential elections in 2000. The tracking poll is a 4 day rolling average survey.,49.0,43.0,8.0
USCBS.01JA19.R04,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,Registered voters,01/19/2001,CBS News,nan,CBS News Poll,01/15/2001,01/17/2001,Y,National adult,1086,Q4,Telephone Interview,nan,44.0,40.0,16.0
31118712.00011,"(I'd like to get your feelings toward some people in the news these days. I'll read the name of a person and I'll ask you to rate that person on a thermometer that runs from 0 to 100 degrees. Rating above 50 means that you feel favorable and warm toward the person. Rating below 50 means that you feel unfavorable and cool toward the person. Rating right at the 50 degree mark means you don't feel particularly warm or cold. You may use any number from 0 to 100 to tell me how favorable or unfavorable your feelings are. If we come to a person whose name you don't recognize, just tell me and we'll move on to the next one.)...Al Gore",* = Less than .5 percent.,nan,11/1/2002,"Center for Political Studies at the Institute for Social Research, University of Michigan, with data collection by the Indiana University Center for Survey Research",American National Election Studies (ANES); Survey Research Center at the University of Michigan,American National Election Studies: 2002 Pre-Election Survey - A,09/18/2002,11/4/2002,Y,National adult and ANES 2000 panel respondents,324,nan,Telephone Interview; Computer-Assisted telephone interview (CATI),nan,31.0,69.0,1.0
USODFOX.042001.R10,"(I'm going to read the names of some political figures. Please tell me whether you have a generally favorable or unfavorable opinion of each. If you've never heard of someone, please just say so.)... Al Gore",nan,nan,04/20/2001,Opinion Dynamics,Fox News,Fox News/Opinion Dynamics Poll,04/18/2001,04/19/2001,Y,National registered voters,904,nan,Telephone Interview,nan,52.0,37.0,11.0
USGALLUP.07FBY09.R06I,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Al Gore?",nan,nan,02/15/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,02/9/2007,02/11/2007,Y,National adult,1006,Q6I,Telephone Interview,nan,52.0,45.0,3.0
USTARR.102500.R04,"(I would like to read you the names of several individuals who have been mentioned in the news recently. For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Al Gore",nan,nan,10/25/2000,"The Tarrance Group; Lake, Snell, Perry & Associates",Voter.com,Voter.com/Battleground 2000 Tracking Survey,10/20/2000,10/23/2000,Y,National likely voters (see note),1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the Congressional and Presidential elections in 2000. The tracking poll is a 4 day rolling average survey.,49.0,43.0,8.0
USMCLAUG.06ELEC.R10,"(Now, I am going to read you a list of names.  Will you please tell me if you have a favorable or unfavorable opinion of each person?  If you have no opinion or have never heard of the person, just say so.)...Al Gore...(If Favorable/Unfavorable, ask:) (Is that very or somewhat favorable or unfavorable?)",nan,nan,11/8/2006,McLaughlin & Associates,nan,McLaughlin & Associates National Post-Election Survey,11/7/2006,11/7/2006,Y,National adults who voted in the 2006 election,1000,nan,Telephone Interview,"The sample included those who voted November 7, 2006 as well as those who had voted early.",42.0,36.0,12.0
USCBS.090401.R10,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,nan,09/4/2001,CBS News,nan,CBS News Poll,08/28/2001,08/30/2001,Y,National adult,850,Q10,Telephone Interview,nan,31.0,33.0,36.0
USGALLUP.07MCH23.R03E,"(We'd like to get your opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Al Gore?",nan,nan,03/27/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,03/23/2007,03/25/2007,Y,National adult,1007,Q3E,Telephone Interview,nan,56.0,36.0,6.0
USCBSNYT.050906A.R24,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,nan,05/9/2006,CBS News; New York Times,nan,CBS News/New York Times Poll,05/4/2006,05/8/2006,Y,National adults including an oversample of adults 65 years old and over,1241,Q24,Telephone Interview,"Including the oversample, there were 500 interviews with those age 65 and over.  Results are weighted to be representative of a national adult population.",28.0,39.0,33.0
USGALLUP.01AUG3.R03C,"(We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of this person--or if you have never heard of him or her.) How about... Al Gore?",* = less than .5 percent,nan,08/6/2001,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,08/3/2001,08/5/2001,Y,National adult,1017,Q3C,Telephone Interview,nan,52.0,42.0,6.0
USYANKP.101400.R10A,"I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another....Al Gore",nan,nan,10/14/2000,"Yankelovich Partners, Inc.",Time Magazine; Cable News Network (CNN),Time/CNN/Yankelovich Partners Poll,10/12/2000,10/13/2000,Y,National adult,1218,Q10A,Telephone Interview,nan,57.0,34.0,9.0
USCBS.102507.R84,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,nan,10/25/2007,CBS News,nan,CBS News Poll,10/12/2007,10/16/2007,Y,National adult,1282,Q84,Telephone Interview,nan,46.0,29.0,25.0
USPSRA.011101.R27IF1,"(I'd like your opinion of some people and things in the news.) Would you say your overall opinion of...Al Gore... is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",* = less than .5 percent,Asked of Form 1 half sample,01/11/2001,Princeton Survey Research Associates,Pew Research Center for the People & the Press,Pew News Interest Index Poll,01/3/2001,01/7/2001,Y,National adult,1258,Q27IF1,Telephone Interview,nan,47.0,39.0,4.0
USGALLUP.06JUN023.R10B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Al Gore?",nan,nan,06/27/2006,Gallup Organization,USA Today,Gallup/USA Today Poll,06/23/2006,06/25/2006,Y,National adult,1000,Q10B,Telephone Interview,nan,48.0,45.0,8.0
USODFOX.110300.R15,"(I'm going to read the names of some political figures. Please tell me whether you have a generally favorable or unfavorable opinion of each one. If you've never heard of someone, please just say so.)... Al Gore",nan,nan,11/3/2000,Opinion Dynamics,Fox News,Fox News/Opinion Dynamics Poll,11/1/2000,11/2/2000,Y,National likely voters,1000,nan,Telephone Interview,nan,54.0,39.0,7.0
USTARR.102300.R04,"(I would like to read you the names of several individuals who have been mentioned in the news recently. For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Al Gore",nan,nan,10/23/2000,"The Tarrance Group; Lake, Snell, Perry & Associates",Voter.com,Voter.com/Battleground 2000 Tracking Survey,10/16/2000,10/19/2000,Y,National likely voters (see note),1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the Congressional and Presidential elections in 2000. The tracking poll is a 4 day rolling average survey.,50.0,41.0,9.0
USQUINN.060506.R05P,"(I'd like to get your feelings toward some of our political leaders and other people who have been in the news.  I'll read the name of a person and I'd like you to rate that person using something called the feeling thermometer.  You can choose any number between 0 and 100.  The higher the number, the warmer or more favorable you feel toward that person, the lower the number, the colder or less favorable.  If we come to a person who you haven't heard enough about to form an opinion, you don't need to rate the person.  Just tell me and we'll move on to the next one.) How do you feel about...Al Gore?",Mean = 45.7,nan,06/5/2006,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,05/23/2006,05/30/2006,Y,National registered voters,1534,nan,Telephone Interview,nan,33.0,42.0,24.0
USCBS.101000.R16,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,Registered voters,10/10/2000,CBS News,nan,CBS News Poll,10/6/2000,10/9/2000,Y,National adult,1498,nan,Telephone Interview,nan,46.0,31.0,23.0
USQUINN.030606.R20,"(I'd like to get your feelings toward some of our political leaders and other people who have been in the news.  I'll read the name of a person and I'd like you to rate that person using something called the feeling thermometer.  You can choose any number between 0 and 100.  The higher the number, the warmer or more favorable you feel toward that person, the lower the number, the colder or less favorable.  If we come to a person who you haven't heard enough about to form an opinion, you don't need to rate the person.  Just tell me and we'll move on the to next one.) How do you feel about Al Gore?",Mean= 43..2,nan,03/6/2006,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,02/21/2006,02/28/2006,Y,National registered voters,1892,nan,Telephone Interview,nan,27.0,48.0,25.0
31120040.00004,"Are you favorable or unfavorable towards...Al Gore?...Very favorable, somewhat favorable, unfavorable",nan,nan,10/3/2007,"Penn, Schoen & Berland Associates",nan,PSB Early October 2007 Tracker,10/1/2007,10/2/2007,Y,Likely Iowa Democratic caucus-goers,518,nan,Telephone Interview,"This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",35.0,40.0,25.0
USGREEN.07DCOC.R25,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Al Gore...Give...Al Gore a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Al Gore, or have you never heard of...Al Gore?",Mean = 46.6,nan,10/31/2007,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,10/21/2007,10/23/2007,Y,National likely voters,994,nan,Telephone Interview,Likely voters are registered voters who voted in the 2004 election/weren't registered/ineligible /too young to vote and said they are probably or almost certain to vote in the 2008 election.,42.0,42.0,16.0
USTARR.110300.R04,"(I would like to read you the names of several individuals who have been mentioned in the news recently. For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Al Gore",nan,nan,11/3/2000,"The Tarrance Group; Lake, Snell, Perry & Associates",Voter.com,Voter.com/Battleground 2000 Tracking Survey,10/29/2000,11/1/2000,Y,National likely voters (see note),1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the Congressional and Presidential elections in 2000. The tracking poll is a 4 day rolling average survey.,51.0,42.0,7.0
USSRBI.012507.R14D,"(Finally, I'd like you to rate how you feel about that person on a 'feeling thermometer' using a scale of 0 to 100.  The higher the number, the warmer or more favorable you feel toward that person, the lower the number, the colder or less favorable you feel.  Again you can pick any number between 0 and 100.) How do you feel about...Al Gore?",nan,"Asked of Registered voters who said they know a great deal/some/not much about this 2008 possible presidential election candidate or just know the name Al Gore (96% of Registered voters, 80% of sample)",01/25/2007,"Schulman, Ronca & Bucuvalas, Inc.",Time Magazine,Time/SRBI Poll,01/22/2007,01/23/2007,Y,National adult,1242,Q14_4,Telephone Interview,nan,45.0,53.0,1.0
USHARRIS.Y031502.R03G,"(Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another.)... Al Gore",nan,nan,03/15/2002,Harris Interactive,Time Magazine; Cable News Network (CNN),Time/CNN/Harris Interactive Poll,03/13/2002,03/14/2002,Y,National adult,1014,nan,Telephone Interview,nan,39.0,42.0,19.0
USODFOX.020107.R08,(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you have never heard of someone please just say so.)...Al Gore,nan,nan,02/1/2007,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,01/30/2007,01/31/2007,Y,National registered voters,900,nan,Telephone Interview,nan,39.0,51.0,10.0
USGREEN.00DCO30.R16,"(I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or have never heard of that person or organization, please say so.)...Al Gore. (If don't know, ask:) Would you say you are unable to give an opinion of Al Gore, or have you never heard of Al Gore?",Mean = 53.0,nan,11/1/2000,Greenberg Quinlan Research,Democracy Corps,Democracy Corps Survey,10/30/2000,10/31/2000,Y,National registered likely voters (see note),1016,nan,Telephone Interview,"National registered likely voters are registered voters who voted in the 1996 presidential election for president, were ineligible, or too young and they said they will probably vote or are almost certain to vote in the presidential election in 2000.",48.0,37.0,15.0
USABCWP.15762.Q007A,"Regardless of how you might vote (for president in 2000), please tell me if you have a favorable or unfavorable impression of...Al Gore or perhaps you don't know enough to say.",nan,Asked of registered voters (72%),10/1/2000,TNS Intersearch,ABC News; Washington Post,ABC News/Washington Post Poll,10/12/2000,10/15/2000,Y,National adult,1956,Q7_1,Telephone Interview,nan,44.0,37.0,20.0
USTARR.110400.R04,"(I would like to read you the names of several individuals who have been mentioned in the news recently. For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Al Gore",nan,nan,11/4/2000,"The Tarrance Group; Lake, Snell, Perry & Associates",Voter.com,Voter.com/Battleground 2000 Tracking Survey,10/30/2000,11/2/2000,Y,National likely voters (see note),1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the Congressional and Presidential elections in 2000. The tracking poll is a 4 day rolling average survey.,50.0,43.0,7.0
USODFOX.120100.R07,"(I'm going to read the names of some political figures. Please tell me whether you have a generally favorable or unfavorable opinion of each. If you've never heard of someone, please just say so.)... Al Gore",nan,nan,12/1/2000,Opinion Dynamics,Fox News,Fox News/Opinion Dynamics Poll,11/29/2000,11/30/2000,Y,National registered voters,900,nan,Telephone Interview,nan,46.0,48.0,6.0
USODFOX.012304.R12,"(I'm going to read the names of some people and organizations. Please tell me whether you have a generally favorable or unfavorable opinion of each. If you've never heard of one, please just say so.)...Al Gore",nan,nan,01/23/2004,Opinion Dynamics,Fox News,Fox News/Opinion Dynamics Poll,01/21/2004,01/22/2004,Y,National registered voters,900,nan,Telephone Interview,nan,47.0,44.0,9.0
USGALLUP.081007.R01D,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Al Gore?",nan,nan,08/10/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,08/3/2007,08/5/2007,Y,National adult,1012,Q4D,Telephone Interview,nan,48.0,46.0,6.0
USGALLUP.00DM15.R05A,"We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of this person--or if you have never heard of him. How about...Al Gore?",* = less than .5 percent,nan,12/19/2000,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,12/15/2000,12/17/2000,Y,National adult with a Black oversample,1308,Q5A,Telephone Interview,nan,57.0,40.0,3.0
USPENN.02DLCOC.R012A,"In general do you have a favorable, somewhat favorable, somewhat unfavorable, or very unfavorable view of...Al Gore?",nan,nan,10/1/2002,"Penn, Schoen & Berland Associates",Democratic Leadership Council,America's Changing Political Geography Survey,07/13/2002,07/15/2002,Y,National registered likely voters,800,nan,Telephone Interview,nan,49.0,48.0,3.0
USCBS.121800.R02,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,Registered voters,12/18/2000,CBS News,nan,CBS News Poll,12/14/2000,12/16/2000,Y,National adult,1048,nan,Telephone Interview,nan,44.0,39.0,17.0
USTARR.101100.R04,"(I would like to read you the names of several individuals who have been mentioned in the news recently. For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Al Gore",nan,nan,10/11/2000,"The Tarrance Group; Lake, Snell, Perry & Associates",Voter.com,Voter.com/Battleground 2000 Tracking Survey,10/6/2000,10/9/2000,Y,National likely voters (see note),1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the Congressional and Presidential elections in 2000. The tracking poll is a 4 day rolling average survey.,56.0,37.0,7.0
USGREEN.00DCO26.R16,"(I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold. You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization. If you have no opinion or have never heard of that person or organization, please say so.)...Al Gore. (If don't know, ask:) Would you say you are unable to give an opinion of Al Gore, or have you never heard of Al Gore?",Mean = 52.9,nan,10/26/2000,Greenberg Quinlan Research,Democracy Corps,Democracy Corps Survey,10/24/2000,10/25/2000,Y,National registered likely voters (see note),998,nan,Telephone Interview,"National registered likely voters are registered voters who voted in the 1996 presidential election for president, were ineligible, or too young and they said they will probably vote or are almost certain to vote in the presidential election in 2000.",48.0,37.0,15.0
USSRBI.20063878.R06D,"(Looking ahead to the 2008 Presidential election, how favorable an impression do you have of each of the following possible candidates--very favorable, somewhat favorable, somewhat unfavorable, very unfavorable?)...Former Democratic Vice President Al Gore...If you don't know anything about this candidate, just tell me.",nan,nan,07/18/2006,"Schulman, Ronca & Bucuvalas, Inc.",Time Magazine,Time/SRBI Poll,07/13/2006,07/17/2006,Y,National adult,1003,Q6_4,Telephone Interview,nan,48.0,47.0,4.0
USCBSNYT.112900.R02,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,Registered voters,11/29/2000,CBS News; The New York Times,nan,CBS News/New York Times Poll,11/27/2000,11/28/2000,Y,National adult,1012,nan,Telephone Interview,nan,41.0,43.0,16.0
USGALLUP.021607TR2.R1,"I'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable, or unfavorable opinion of this person--or if you have never heard of him or her.  How about...Al Gore?",nan,nan,02/16/2007,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,10/5/2000,10/7/2000,Y,National adult,1237,nan,Telephone Interview,Data is from the 2000 general election tracking survey of independent 3-day tracking results.,57.0,37.0,6.0
31119471.00002,"(Are you favorable or unfavorable toward this person?...Very favorable, somewhat favorable, unfavorable)...Al Gore",nan,nan,04/5/2007,"Penn, Schoen & Berland Associates",nan,PSB April 2007 California likely Democratic primary voters,03/28/2007,03/28/2007,Y,California likely Democratic primary voters,405,nan,Telephone Interview,"This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",49.0,33.0,18.0
USCBS.110100.R19,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,Registered voters,11/1/2000,CBS News,nan,CBS News Poll,10/29/2000,10/31/2000,Y,National adult,1396,nan,Telephone Interview,nan,45.0,37.0,18.0
USCBS.110600.R19,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,Registered voters,11/6/2000,CBS News,nan,CBS News Poll,11/2/2000,11/5/2000,Y,National adult,1788,nan,Telephone Interview,nan,45.0,37.0,18.0
USODFOX.081403.R01C,"(I'm going to read the names of some people. Please tell me whether you have a generally favorable or unfavorable opinion of each. If you've never heard of one, please just say so.)...Al Gore",nan,nan,08/14/2003,Opinion Dynamics,Fox News,Fox News/Opinion Dynamics Poll,08/12/2003,08/13/2003,Y,National registered voters,900,nan,Telephone Interview,nan,47.0,43.0,10.0
USCBSNYT.121703.R40,"Is your opinion of Al Gore favorable, not favorable, undecided, or haven't you heard enough about Al Gore yet to have an opinion?",nan,Registered voters,12/17/2003,CBS News; New York Times,nan,CBS News/New York Times Poll,12/14/2003,12/16/2003,Y,National adult,857,nan,Telephone Interview,nan,31.0,46.0,23.0
USTARR.110600.R04,"(I would like to read you the names of several individuals who have been mentioned in the news recently. For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Al Gore",nan,nan,11/6/2000,"The Tarrance Group; Lake, Snell, Perry & Associates",Voter.com,Voter.com/Battleground 2000 Tracking Survey,11/1/2000,11/5/2000,Y,National likely voters (see note),1000,nan,Telephone Interview,The interview dates were 11/1-2 and 11/5. Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in the Congressional and Presidential elections in 2000. The tracking poll is a 4 day rolling average survey.,51.0,42.0,7.0
