QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
31120306.00008,"Are you favorable or unfavorable towards...John Kerry?...Very favorable, somewhat favorable, unfavorable",nan,nan,10/5/2007,"Penn, Schoen & Berland Associates",nan,PSB October 2007 New Hampshire Tracker,10/3/2007,10/4/2007,Y,New Hampshire likely Democratic primary voters,521,nan,Telephone Interview,"This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",51.0,43.0,6.0
USTARR.04BATTF8.R05,"(Now I would like to read you the names of several individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...John Kerry...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",* = less than .5%.,nan,11/1/2004,"Tarrance Group; Lake, Snell, Perry & Associates",George Washington University,George Washington University Battleground 2004 Survey,10/27/2004,10/31/2004,Y,National likely voters,1000,nan,Telephone Interview,National likely voters are registered voters who said they are somewhat/extremely likely to vote in the 2004 elections for President and Congress.,52.0,46.0,3.0
31119361.00008,Are you favorable or unfavorable towards...Senator John Kerry?,nan,nan,01/17/2008,"Penn, Schoen & Berland Associates",nan,PSB January 2008 Massachusetts likely Democratic primary voters,01/16/2008,01/16/2008,Y,Massachusetts likely Democratic primary voters,404,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline","This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",63.0,33.0,4.0
USPSRA.100404.R21A,"Now I'd like your views on some people.  Would you say your overall opinion of...John Kerry is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",* = less than .5%.,"Registered voters who said they are absolutely certain they are registered (97% of registered, 77 % of sample)",10/4/2004,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Poll,10/1/2004,10/3/2004,Y,National adult,1233,Q21A,Telephone Interview,nan,53.0,41.0,6.0
USGALLUP.200638.Q12C,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard or them.) How about...Massachusetts Senator, John Kerry?",nan,nan,09/30/2006,Gallup Organization,USA Today,Gallup/USA Today Poll,09/15/2006,09/17/2006,Y,National adult,1003,nan,Telephone Interview,nan,44.0,43.0,13.0
31120286.00008,Are you favorable or unfavorable towards...John Kerry?,nan,nan,11/21/2007,"Penn, Schoen & Berland Associates",nan,PSB November 2007 Iowa Tracker,11/19/2007,11/20/2007,Y,Iowa likely Democratic caucus-goers,605,nan,Telephone Interview,nan,69.0,25.0,6.0
USPSRA.2004VOTECB.Q14,"Would you say your overall opinion of John Kerry is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,10/31/2004,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Swing Voter Callback Poll,10/21/2004,10/25/2004,Y,Reinterviewed registered voters from September polls,1001,Q14,Telephone Interview,The respondents were registered voters originally interviewed in September 2004 and they agreed to be re-interviewed.,49.0,46.0,6.0
USASFOX.022813.R08,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...John Kerry",nan,nan,02/28/2013,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,02/25/2013,02/27/2013,Y,National registered voters,1010,nan,Telephone Interview,"702 respondents were interviewed on a landline telephone, and 308 were interviewed on a cell phone. Interviews were conducted by Braun Research.",43.0,34.0,23.0
USABC.100504A.R6B,"Regardless of how you might vote/who you voted for (for president in 2004), please tell me if you have a favorable or unfavorable impression of...John Kerry, or perhaps you don't know enough to say.",nan,Likely voters,10/31/2004,TNS Intersearch,ABC News; Washington Post,ABC News Poll,10/1/2004,11/1/2004,Y,National adult,21265,nan,Telephone Interview,"ABC News and the Washington Post are sharing data collection for this tracking poll, then independently applying their own models to arrive at likely voters estimates.  Interviews were conducted by TNS Intersearch.  ABC News defines Likely Voters as Registered voters who are absolutely certain they will vote in the 2004 presidential election/already voted.",46.0,42.0,13.0
USGREEN.04DCNOV5.R012,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John Kerry...Give...John Kerry a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John Kerry, or have you never heard of...John Kerry?",* Mean = 51.3,nan,11/5/2004,Greenberg Quinlan Rosner Research,Democracy Corps; Institute for America's Future,Democracy Corps/Institute for America's Future Poll,11/2/2004,11/3/2004,Y,"National registered voters who voted November 2, 2004",2000,nan,Telephone Interview,nan,46.0,41.0,13.0
USGALLUP.081415.R01,"Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of that person--or if you have never heard of them. How about...Secretary of State John Kerry?",nan,nan,08/14/2015,Gallup Organization,nan,Gallup Poll,08/5/2015,08/9/2015,Y,National adult,1011,nan,Telephone Interview,Interviews were conducted with respondents on landline telephones and cellular phones. The sample includes 50% landline and 50% cell phone respondents.,48.0,38.0,14.0
USGREEN.05DCJULY.R018,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John Kerry...Give...John Kerry a rating with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John Kerry, or have you never heard of...John Kerry?",Mean = 52.8,nan,07/14/2005,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,06/5/2005,06/16/2005,Y,National Hispanic likely voters,1000,nan,Telephone Interview,National Hispanic likely voters are Hispanic registered voters who voted in the 2004 presidential election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2006 election.,46.0,33.0,21.0
USODFOX.052206.R09,(I'm going to read you the names of several individuals.  Please tell me whether you have a favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...John Kerry,nan,nan,05/22/2006,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,05/16/2006,05/18/2006,Y,National registered voters,900,nan,Telephone Interview,nan,41.0,44.0,15.0
USGREEN.04DCSEP30.R11,"(Now I'd like you to rate your feelings toward some people and organizations, with one meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John Kerry...Give...John Kerry...a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John Kerry, or have you never heard of...John Kerry?",Mean = 49.6,nan,09/30/2004,Greenberg Quinlan Rosner Research,Democracy Corps,Democracy Corps Poll,09/30/2004,09/30/2004,Y,National registered likely voters who watched the debate 9/30/04,1318,nan,Telephone Interview,"National registered likley voters are registered voters who voted in the 2000 presidential election/were ineligible/too young to vote or who didn't vote in the 2000 election, but did vote in the 2002 election and said they will probably or are almost certain to vote in the 2004 presidential election.",44.0,44.0,12.0
USCBSNYT.101804.R02,"Is your opinion of John Kerry favorable, not favorable, undecided, or haven't you heard enough about John Kerry yet to have an opinion?",nan,Registered voters,10/18/2004,CBS News; New York Times,nan,CBS News/New York Times Poll,10/14/2004,10/17/2004,Y,National adult,1048,nan,Telephone Interview,nan,39.0,44.0,17.0
USABCWP.092704.R07A,"Regardless of how you might vote (for president in 2004), please tell me if you have a favorable or unfavorable impression of...John Kerry or perhaps you don't know enough to say.",nan,Registered voters,09/27/2004,TNS Intersearch,ABC News; Washington Post,ABC News/Washington Post Poll,09/23/2004,09/26/2004,Y,National adult,1204,Q7A,Telephone Interview,nan,37.0,42.0,21.0
USSRBI.012507.R11L,"How favorable an impression do you have of...John Kerry--very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable?",nan,"Asked of Registered voters who said they know a great deal/some/not much about this 2008 possible presidential election candidate or just know the name John Kerry (93% of Registered voters, 77% of sample)",01/25/2007,"Schulman, Ronca & Bucuvalas, Inc.",Time Magazine,Time/SRBI Poll,01/22/2007,01/23/2007,Y,National adult,1242,Q11_12,Telephone Interview,nan,46.0,50.0,4.0
USLAT.102504.R11,"What is your impression of John Kerry?  As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?",nan,Likely voters,10/25/2004,Los Angeles Times,nan,Los Angeles Times Poll,10/21/2004,10/24/2004,Y,National adult,1885,KERRY,Telephone Interview,nan,54.0,45.0,1.0
USTARR.04BATTF9.R05,"(Now I would like to read you the names of several individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...John Kerry...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,11/1/2004,"Tarrance Group; Lake, Snell, Perry & Associates",George Washington University,George Washington University Battleground 2004 Survey,10/31/2004,11/1/2004,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/extremely likely to vote in the 2004 elections for President and Congress.,51.0,47.0,3.0
USGREEN.05DCFEB.R012,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...John Kerry...Give...John Kerry...a rating with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...John Kerry, or have you never heard of...John Kerry?",Mean = 44.0,nan,03/2/2005,Greenberg Quinlan Rosner Research,nan,Democracy Corps Poll,02/13/2005,02/17/2005,Y,National likely voters,1001,nan,Telephone Interview,National likely voters are registered voters who voted in the 2004 presidential election and said they are probably or almost certain to vote in the 2006 election.,48.0,45.0,17.0
USODFOX.100504.R02,"(I'm going to read the names of some people.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...John Kerry",nan,nan,10/5/2004,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,10/3/2004,10/4/2004,Y,National likely voters,1000,nan,Telephone Interview,nan,46.0,44.0,10.0
USGALLUP.091813A.R02B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Secretary of State, John Kerry?",nan,nan,09/18/2013,Gallup Organization,nan,Gallup Poll,09/15/2013,09/16/2013,Y,National adult,1010,P809B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.  The sample includes 50% landline and 50% cell phone respondents.,48.0,35.0,17.0
USGALLUP.04OCT01.R06B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)  How about...John Kerry?",nan,nan,10/31/2004,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,10/1/2004,10/3/2004,Y,National adult,1016,Q6B,Telephone Interview,nan,52.0,43.0,5.0
USABC.2004ELETRACKO06.Q006B,"Regardless of how you might vote (for president in 2004)/who you voted for, please tell me if you have a favorable or unfavorable impression of...John Kerry or perhaps you don't know enough to say.",nan,Asked of 1/4 sample of registered voters who are absolutely certain they are registered to vote in the 2004 presidential election/already voted,10/31/2004,TNS Intersearch,ABC News; Washington Post,ABC News Poll,10/1/2004,11/1/2004,Y,National adult,21265,nan,Telephone Interview,"ABC News and the Washington Post are sharing data collection for this tracking poll, then independently applying their own models to arrive at likely voters estimates.  Interviews were conducted by TNS Intersearch.  ABC News defines Likely Voters as Registered voters who are absolutely certain they will vote in the 2004 presidential election/already voted.",49.0,41.0,10.0
USPSRA.051005.R02G,"(Now I'd like your views on some people and organizations.) Would you say your overall opinion of...John Kerry is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,05/10/2005,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Typology Callback Poll,03/17/2005,03/27/2005,Y,National adult--typology callback,1090,Q2G,Telephone Interview,"The respondents were first interviewed in a December 1-16, 2004 Political Typology Poll of 2000 respondents.  Of the 2000 respondents 1090 were re-interviewed in the callback poll.",49.0,41.0,10.0
USGALLUP.201304.Q52D,"(We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...John Kerry?",nan,nan,04/30/2013,Gallup Organization,nan,Gallup Poll,04/4/2013,04/14/2013,Y,National adult,2017,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline","Interviews were conducted April 4-7 and 11-14, 2013. Interviews were conducted with respondents on landline telephones and cellular phones.",45.0,35.0,21.0
USPSRA.102004.R33AF1,"Now I'd like your views on some people.  Would you say your overall opinion of...John Kerry is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,Asked of Registered voters who are absolutely certain they are registered to vote in Form 1 half sample,10/20/2004,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Poll,10/15/2004,10/19/2004,Y,National adult,1568,Q33AF1,Telephone Interview,nan,56.0,40.0,3.0
USMI.04NATELEC.QN4,Is your opinion of John Kerry favorable (or) unfavorable?,nan,Asked of Form 4 (25%),01/31/2005,Edison Media Research; Mitofsky International,"National Election Pool (ABC News, Associated Press, CBS News, CNN, Fox News, NBC News)",National Election Pool Exit Poll,11/2/2004,11/2/2004,Y,Exiting voters and Absentee/Early voters,13719,FAVKERY,Mail Questionnaire/Self-enumerated questionnaire,"There were four forms of the questionnaire which included some questions in common and some that were unique.  The study included a telephone survey of 2000 absentee/early voters conducted October 25-31, 2004 by Wats Room. The telephone data was combined with the self-administered exit poll data.",47.0,51.0,2.0
USPSRNEW.100204.R03B,"(Next, please tell me if you have a favorable or unfavorable opinion of the following people in politics.  If I mention someone you had never heard of before this interview, just tell me.)  What about...John Kerry?  Do you have a favorable or unfavorable opinion of him?",* = less than .5%.,Registered voters,10/2/2004,Princeton Survey Research Associates International,Newsweek,Princeton Survey Research Associates International/Newsweek Poll,09/30/2004,10/2/2004,Y,National adult,1144,nan,Telephone Interview,"Interviewing on September 30, 2004 was limited to the Pacific and Mountain time zones after the presidential debate concluded.",52.0,40.0,8.0
USODFOX.102904.R04,"(I'm going to read the names of some people.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...John Kerry",nan,nan,10/29/2004,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,10/27/2004,10/28/2004,Y,National registered voters,1400,nan,Telephone Interview,nan,47.0,46.0,7.0
USPSRA.091113.R17CF1,"Would you say your overall opinion of...John Kerry is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",Asked of Form 1 half sample,nan,09/11/2013,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,09/4/2013,09/8/2013,Y,National adult,1506,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline","751 respondents were interviewed on a landline telephone, and 755 were interviewed on a cell phone, including 401 who had no landline telephone.",45.0,36.0,19.0
USGALLUP.06DEC08.R05C,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Massachusetts Senator, John Kerry",nan,nan,12/13/2006,Gallup Organization,USA Today,Gallup/USA Today Poll,12/8/2006,12/10/2006,Y,National adult,1009,Q5C,Telephone Interview,nan,43.0,45.0,11.0
USORC.031614.R04G,"(We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Secretary of State John Kerry",nan,nan,03/16/2014,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,03/7/2014,03/9/2014,Y,National adult,801,Q4G,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 558 interviews among landline respondents and 243 interviews among cell phone respondents.,45.0,41.0,14.0
USGALLUP.04OCT09.R06B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...John Kerry?",* = less than .5%.,nan,10/11/2004,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,10/9/2004,10/10/2004,Y,National adult,1015,Q7B,Telephone Interview,nan,52.0,44.0,4.0
USODFOX.020906.R06,(I'm going to read you the names of several individuals or groups.  Please tell me whether you have a favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...John Kerry,nan,nan,02/9/2006,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,02/7/2006,02/8/2006,Y,National registered voters,900,nan,Telephone Interview,nan,43.0,43.0,15.0
USORC.112612A.R04I,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Massachusetts Senator John Kerry",nan,nan,11/26/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,11/16/2012,11/18/2012,Y,National adult,1023,Q4F,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 758 interviews among landline respondents and 265 interviews among cell phone respondents.,40.0,37.0,23.0
USOPLAT.04HISP.R07,"Will you please tell me if you have a favorable or unfavorable opinion of John Kerry?  If you have no opinion or have never heard of him, just say so. (If Favorable/Unfavorable, ask:) (Is that very or somewhat favorable/unfavorable?)",nan,Registered voters (59%),10/5/2004,Opiniones Latinas/Latino Opinions,The Latino Coalition,2004 National Hispanic Survey,09/27/2004,10/3/2004,Y,National adult Hispanics,1000,nan,Telephone Interview,nan,46.0,32.0,23.0
USORC.2013003.Q04G,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Secretary of State John Kerry",* = less than .5%.,nan,03/31/2013,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,03/15/2013,03/17/2013,Y,National adult,1021,Q4G,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 716 interviews among landline respondents and 305 interviews among cell phone respondents.,46.0,35.0,18.0
USLAT.092904.R12,"What is your impression of John Kerry?  As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?",nan,Likely voters,09/29/2004,Los Angeles Times,nan,Los Angeles Times Poll,09/25/2004,09/28/2004,Y,National adult,1757,KERRY,Telephone Interview,nan,48.0,50.0,2.0
USODFOX.092304.R03,"(I'm going to read the names of some people.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...John Kerry",nan,nan,09/23/2004,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,09/21/2004,09/22/2004,Y,National likely voters,1000,nan,Telephone Interview,nan,47.0,44.0,9.0
USCBSNYT.050906A.R23,"Is your opinion of John Kerry favorable, not favorable, undecided, or haven't you heard enough about John Kerry yet to have an opinion?",nan,nan,05/9/2006,CBS News; New York Times,nan,CBS News/New York Times Poll,05/4/2006,05/8/2006,Y,National adults including an oversample of adults 65 years old and over,1241,Q23,Telephone Interview,"Including the oversample, there were 500 interviews with those age 65 and over.  Results are weighted to be representative of a national adult population.",26.0,38.0,36.0
USPSRNEW.051306.R13F,"(We'd like your overall opinion of some Democrats in politics today.  As I read each name, please tell me if you have a favorable or unfavorable opinion of this person--or if you had never heard of them before this interview.) What about...John Kerry?",nan,nan,05/13/2006,Princeton Survey Research Associates International,Newsweek,Princeton Survey Research Associates International/Newsweek Poll,05/11/2006,05/12/2006,Y,National adult,1007,Q13F,Telephone Interview,nan,49.0,40.0,11.0
USQUINN.030606.R09,"(I'd like to get your feelings toward some of our political leaders and other people who have been in the news.  I'll read the name of a person and I'd like you to rate that person using something called the feeling thermometer.  You can choose any number between 0 and 100.  The higher the number, the warmer or more favorable you feel toward that person, the lower the number, the colder or less favorable.  If we come to a person who you haven't heard enough about to form an opinion, you don't need to rate the person.  Just tell me and we'll move on the to next one.) How do you feel about John Kerry?",Mean = 46.3,nan,03/6/2006,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,02/21/2006,02/28/2006,Y,National registered voters,1892,nan,Telephone Interview,nan,30.0,41.0,30.0
USODFOX.121604.R03,"(I'm going to read the names of some people.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...John Kerry",nan,nan,12/16/2004,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,12/14/2004,12/15/2004,Y,National registered voters,900,nan,Telephone Interview,nan,51.0,38.0,11.0
USSRBI.100804.R07A,"Please tell me if you have a favorable or unfavorable opinion of...John Kerry.  If you don't have an opinion of this (2004 Presidential election) candidate, just let me know.",nan,Registered voters,10/8/2004,"Schulman, Ronca & Bucuvalas, Inc.",Time Magazine,Time/SRBI Poll,10/6/2004,10/7/2004,Y,National adult,1211,Q7_1,Telephone Interview,nan,50.0,34.0,17.0
