QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USASFOX.071812.R12,"(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",nan,nan,07/18/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,07/15/2012,07/17/2012,Y,National registered voters,901,nan,Telephone Interview,"650 respondents were interviewed on a landline telephone, and 251 were interviewed on a cell phone. Interviews were conducted by Braun Research.",52.0,40.0,9.0
USQUINN.112211.R10,"Is your opinion of...Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,11/22/2011,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,11/14/2011,11/20/2011,Y,National registered voters,2552,nan,Telephone Interview,The interviews included landline and cell phones.,36.0,31.0,34.0
USASFOX.011512.R05,"(I'm going to read the names of some people.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",nan,nan,01/15/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,01/12/2012,01/14/2012,Y,Registered voters,907,Q5,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Respondents were interviewed on landline and cell phones. Interviews were conducted by Braun Research.,45.0,38.0,17.0
USPSRA.111711R.R10B,"(As I read some names, please tell me if you have a favorable or unfavorable opinion of each person.)...Mitt Romney...Would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,11/17/2011,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey,11/9/2011,11/15/2011,Y,National adult,2001,Q10B,"Telephone Interview, Cell Phone; Telephone Interview, Landline","1200 respondents were interviewed on a landline telephone, and 801 were interviewed on a cell phone, including 397 who had no landline telephone.",36.0,42.0,21.0
USPRRI.12REPRO.R06AH,"(Now we'd like your views on some political leaders.  Please say whether your overall opinion of each of the following is very favorable, mostly favorable, mostly unfavorable, or very unfavorable.)...Mitt Romney",nan,Hispanics,07/26/2012,Public Religion Research Institute,PRRI,PRRI African American & Hispanic Reproductive Issues Survey,06/14/2012,06/23/2012,Y,National adult blacks and Hispanics,1623,nan,Telephone Interview,"The poll was fielded by Knowledge Networks using its national panel which is randomly selected from the entire national population and subsequently provided Internet access, if needed.  There were 810 black respondents and 813 Hispanic respondents interviewed.",32.0,60.0,8.0
USPRRI.12JEWVAL.R15A,"Now we would like your views on some political leaders and groups.  Please say whether your overall opinion of each of the following is very favorable, mostly favorable, mostly unfavorable, or very unfavorable....Mitt Romney",nan,nan,04/3/2012,Public Religion Research Institute,nan,Public Religion Research Institute Jewish Values Survey,02/23/2012,03/5/2012,Y,Self-identified Jewish adults in the United States,1004,Q15A,Web-based survey,"Interviews were conducted by Knowledge Networks using its national panel which is randomly selected from the entire national population and subsequently provided Internet access, if needed.  Only self-identified Jewish Americans were interviewed.  The population of Jewish Americans was determined by using two separate screening questions that were designed to identify the Core Jewish Population, a category with a long history in Jewish demography, consisting of self-identifying Jews by religion and persons who consider themselves Jewish (e.g., ethnically or culturally) but who claim no religion.  The results were weighted to Interviews were conducted by Knowledge Networks using its national panel which is randomly selected from the entire national population and subsequently provided Internet access, if needed.  Only self-identified Jewish Americans were interviewed.  The population of Jewish Americans was determined by using two separate screening questions that were designed to identify the Core Jewish Population, a category with a long history in Jewish demography, consisting of self-identifying Jews by religion and persons who consider themselves Jewish (e.g., ethnically or culturally) but who claim no religion.  The results were weighted to be representative of a national adult Jewish American sample.  The survey was funded by the Nathan Cummings Foundation.",29.0,67.0,2.0
USGALLUP.12JUN01.R01A,"Please tell me whether you have a generally favorable or unfavorable impression of...Mitt Romney. (If Favorable/Unfavorable, ask:) Is that a strongly favorable/unfavorable opinion or just a/an favorable/unfavorable opinion?",nan,nan,06/6/2012,Gallup Organization,nan,Gallup Poll,06/1/2012,06/4/2012,Y,National adult,2069,P415K,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,44.0,42.0,14.0
USGALLUP.12MAR01.R02C,"Now, please tell me whether you have a generally favorable or unfavorable impression of...Mitt Romney. (If Favorable/Unfavorable, ask:) Is that a strongly favorable/unfavorable opinion or just a favorable/unfavorable opinion?",nan,Asked of those who recognize this name (89%),03/6/2012,Gallup Organization,nan,Gallup Poll,03/1/2012,03/4/2012,Y,National adult,2065,P415K,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,46.0,47.0,9.0
USAP.121411G.R03C,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",* = less than .5%.,nan,12/14/2011,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,12/8/2011,12/12/2011,Y,National adult,1000,nan,Telephone Interview,Interviews were conducted with respondents on landline telephones and cellular telephones.,48.0,49.0,13.0
USPSRA.2012SDT07.QP01B,"Is your overall opinion of...Mitt Romney very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,07/31/2012,Princeton Survey Research Associates International,Pew Research Center for the People & the Press; Pew Social & Demographic Trends,Pew Research Center for the People & the Press Poll,07/16/2012,07/26/2012,Y,National adult,2508,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline","1505 respondents were interviewed on a landline telephone, and 1003 were interviewed on a cell phone, including 531 who had no landline telephone.",34.0,50.0,15.0
USQUINN.041912.R04,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,04/19/2012,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,04/11/2012,04/17/2012,Y,National registered voters,2577,nan,Telephone Interview,The interviews included landline and cell phones.,33.0,38.0,29.0
USABCWP.113011.R01A,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,11/30/2011,ABC News; Washington Post,nan,ABC News/Washington Post Poll,11/22/2011,11/27/2011,Y,National adult,1009,nan,Telephone Interview,"The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents. No interviews were conducted November 24, 2011.",38.0,37.0,25.0
USGALLUP.12AGU20.R09B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,08/29/2012,Gallup Organization,USA Today,Gallup/USA Today Poll,08/20/2012,08/22/2012,Y,National adult,1033,Q9B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,48.0,46.0,5.0
USORC.060412.R07B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,nan,06/4/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,05/29/2012,05/31/2012,Y,National adult,1009,Q7B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 756 interviews among landline respondents and 253 interviews among cell phone respondents.,48.0,42.0,11.0
USABCWP.032012.R01A,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,03/20/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,03/14/2012,03/18/2012,Y,National adult,1004,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents.,38.0,42.0,20.0
USSUFF.081512.R15,"(Great, I am going to read you a list of agencies and individuals in national politics. For each, please tell me if your opinion of them is generally favorable or generally unfavorable. If you are undecided or if you have never heard of someone, just tell me that.)...Is your opinion of Mitt Romney generally favorable or generally unfavorable?",nan,nan,08/15/2012,Suffolk University Political Research Center,USA Today,Suffolk University/USA Today Poll,07/30/2012,08/8/2012,Y,National adults who are not registered to vote or registered and not likely to vote in 2012,800,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted by landline and cell phones.,25.0,51.0,25.0
USGALLUP.12FEB016.R02C,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,02/23/2012,Gallup Organization,USA Today,Gallup/USA Today Poll,02/16/2012,02/19/2012,Y,National adult,1014,Q2C,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted with respondents on landline telephones and cellular phones.,39.0,47.0,14.0
USABCWP.022812.R01B,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:)  Do you feel that way strongly or somewhat?",nan,nan,02/28/2012,ABC News; Washington Post,nan,ABC News/Washington Post Poll,02/22/2012,02/26/2012,Y,National adult,1011,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,33.0,46.0,21.0
USORC.091012.R06B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",* = less than .5%.,nan,09/10/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,09/7/2012,09/9/2012,Y,National adult,1022,Q6B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 765 interviews among landline respondents and 257 interviews among cell phone respondents.,47.0,48.0,4.0
31117832.00014,"Please rate your feelings toward Mitt Romney. Is your overall impression of him...Extremely favorable, favorable, somewhat favorable, neither favorable nor unfavorable, somewhat unfavorable, unfavorable, extremely unfavorable","This question was asked as part of an experiment to test whether increased conservatism in response to the growth of an outgroup, as previously observed in non-Hispanic White populations, is also observed in racial minority groups. A total of 620 respondents participated. Respondents were randomly assigned to read one of two press releases from the U.S. Census Bureau describing either the growth of non-White populations in the U.S. or the growth in geographic mobility. All respondents were surveyed on their concerns about the current state of the societal system/American culture, feelings toward non-Hispanic Whites, Asians, Hispanics, and Blacks, policy preferences related to immigration and national defense, and political ideology. This allowed for comparison of White and racial minority subgroup reactions to the growth of a minority outgroup.","Asked of control group, respondents who read a US Census press release on the increase in geographic mobility (n=317)",11/25/2020,GfK Knowledge Networks,"Craig, Maureen and Jennifer A. Richeson",TESS Survey,05/23/2012,06/1/2012,Y,National adults who completed the Public Affairs profile survey,620,nan,Web-based survey,Weighted results shown. Individual-level unweighted data with weight variable available for download for further analyses. Full treatment information available in Downloads.,33.0,38.0,30.0
USPSRA.062112.R03B,"Is your overall opinion of...Mitt Romney very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,06/21/2012,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Voter Attitudes Survey,06/7/2012,06/17/2012,Y,National adult including an oversample of 18-29 years olds,2013,Q3B,"Telephone Interview, Cell Phone; Telephone Interview, Landline","1127 respondents were interviewed on a landline telephone, and 886 were interviewed on a cell phone, including 455 who had no landline telephone.",38.0,46.0,15.0
USASFOX.031412.R08,"(I'm going to read you the names of several groups and individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each.  If you've never heard of one, please just say so.)...Mitt Romney",nan,nan,03/14/2012,Anderson Robbins Research; Shaw & Co. Research,Fox News,Fox News Poll,03/10/2012,03/12/2012,Y,Registered voters,915,Q8,"Telephone Interview, Cell Phone; Telephone Interview, Landline","706 respondents were interviewed on a landline telephone, and 206 were interviewed on a cell phone. Interviews were conducted by Braun Research.",39.0,49.0,12.0
USQUINN.071112.R04,"Is your opinion of--Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,07/11/2012,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,07/1/2012,07/8/2012,Y,National registered voters,2722,nan,Telephone Interview,The interviews included landline and cell phones.,37.0,41.0,22.0
USORC.041712A.R08B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,nan,04/17/2012,Opinion Research Corporation,Cable News Network (CNN),CNN/ORC International Poll,04/13/2012,04/15/2012,Y,National adult,1015,Q8B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The sample included 759 interviews among landline respondents and 256 interviews among cell phone respondents.,44.0,43.0,13.0
USPRRI.12MILVAL2.R13A,"Now we'd like your views on some political leaders and groups.  Please say whether your overall opinion of each of the following is very favorable, mostly favorable, mostly unfavorable, or very unfavorable....Very favorable, mostly favorable, mostly unfavorable, very unfavorable, have not heard of...Mitt Romney",nan,nan,10/4/2012,Public Religion Research Institute,"Georgetown University's Berkley Center for Religion, Peace, and World Affairs",Millennial Values & Voter Engagement Survey,08/28/2012,09/10/2012,Y,Recontact Young adults--18 to 24 years old,1214,nan,Web-based survey,"The poll was fielded by Gfk Knowledge Networks using its national panel which is randomly selected from the entire national population and subsequently provided Internet access, if needed.  The respondents were re-contacted from the original Millennial Values Survey of 2013 youth age 18-24.  The survey was funded by a generous grant from the Ford Foundation.",32.0,48.0,10.0
USAYRES.12RESREPJUL.R06,"(I would like to read you a list of names of people and groups and have you tell me, for each one, whether you've heard of that person or group and, if so, whether you have a favorable or unfavorable opinion of them.  If you haven't heard of the person or group, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be very favorable/unfavorable or just somewhat favorable/unfavorable?",nan,nan,07/19/2012,North Star Opinion Research,National Public Radio; Resurgent Republic; Democracy Corps,Resurgent Republic Survey,07/9/2012,07/12/2012,Y,National likely voters including an oversample of battleground state voters,1000,nan,Telephone Interview,Interviews were conducted by landline and cell phones.  Likely voters are registered voters who said they are absolutely certain/very likely/somewhat likely to vote in the 2012 election.  Results were weighted to be representative of a national likely voters population.,43.0,49.0,8.0
USPSRA.021312.R06C,"Is your overall opinion of...Mitt Romney very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,02/13/2012,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,02/8/2012,02/12/2012,Y,National adult,1501,Q6C,"Telephone Interview, Cell Phone; Telephone Interview, Landline","900 respondents were interviewed on a landline telephone, and 601 were interviewed on a cell phone, including 284 who had no landline telephone.",32.0,49.0,19.0
USGREEN.12DCFEB.R24,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 40.6.,nan,02/16/2012,Greenberg Quinlan Rosner Research,Democracy Corps; Women's Voices Women Vote,Democracy Corps/Women's Voices. Women Vote Poll,02/11/2012,02/14/2012,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election.  836 respondents were interviewed on a landline telephone and 164 on cell phones.,25.0,47.0,28.0
31116137.00021,"Is your opinion of Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,07/18/2012,Quinnipiac University Polling Institute,nan,"Menendez Opens 13-Point Lead In New Jersey Senate Race, Quinnipiac University Poll Finds; Women Give Obama A Total 11-Point Lead Over Romney",07/9/2012,07/15/2012,Y,New Jersey registered voters,1625,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,35.0,43.0,21.0
USGREEN.12DCMAY.R023,"(Now, I'd like to rate your feelings toward some people and organizations, with one hundred meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and fifty meaning not particularly warm or cold.  You can use any number from zero to one hundred, the higher the number the more favorable your feelings are toward that person or organization.  If you have no opinion or never heard of that person or organization, please say so.)...Mitt Romney...Give...Mitt Romney a rating, with 100 meaning a very warm, favorable feeling, zero meaning a very cold, unfavorable feeling, and 50 meaning not particularly warm or cold. (If Don't know, ask:) Would you say you are unable to give an opinion of...Mitt Romney, or have you never heard of...Mitt Romney?",Mean = 44.9,nan,05/9/2012,Greenberg Quinlan Rosner Research,Democracy Corps; Public Campaign Action Fund,Democracy Corps/Public Campaign Action Fund Poll,04/28/2012,05/1/2012,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who voted in the 2008 election/weren't registered/ineligible/too young to vote and said they are probably or almost certain to vote in the 2012 election. 677 respondents were interviewed on landline telephones and 323 on cell phones.,33.0,44.0,23.0
31120796.00017,(Please say if you have a favorable or unfavorable opinion of the following presidential candidates.)...How about Mitt Romney?,nan,Asked of likely voters ,05/23/2012,Public Policy Institute of California (PPIC),nan,"Drop in Support for Cigarette Tax, Most Back Term Limits Change",05/14/2012,05/20/2012,Y,Adult residents of California,2002,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,40.0,52.0,9.0
USPRRI.12VALUES.R09A,"Now we would like your views on some political leaders and groups.  Please say whether your overall opinion of each of the following is very favorable, mostly favorable, mostly unfavorable, or very unfavorable....Mitt Romney",nan,nan,10/22/2012,Public Religion Research Institute,nan,Public Religion Research Institute American Values Survey,09/13/2012,09/30/2012,Y,National adult,3003,Q9A,"Telephone Interview, Cell Phone; Telephone Interview, Landline",Interviews were conducted by Directions in Research. The survey was funded by the Ford Foundation with additional support from the Nathan Cummings Foundation. 1201 were interviewed on a cell phone.,43.0,53.0,5.0
USCBS.111111C.R32,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,11/11/2011,CBS News,nan,CBS News Poll,11/6/2011,11/10/2011,Y,National adult,1182,Q32,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,25.0,31.0,44.0
USSUFF.032612.R10,"(Great, I am going to read you a list of individuals in state and local politics. For each, please tell me if your opinion of them is generally favorable or generally unfavorable. If you are undecided or if you have never heard of someone, just tell me that.)...Is your opinion of Mitt Romney generally favorable or generally unfavorable?",nan,nan,03/26/2012,Suffolk University Political Research Center,nan,Suffolk University Poll,03/21/2012,03/25/2012,Y,National adult,1070,nan,Telephone Interview,Interviews were conducted by landline and cell phones.,38.0,44.0,18.0
USPSRA.080212A.RD01B,"Is your overall opinion of...Mitt Romney very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,07/31/2012,Princeton Survey Research Associates International,Pew Research Center for the People & the Press; Pew Social & Demographic Trends,Pew Research Center for the People & the Press Poll,07/16/2012,07/26/2012,Y,National adult,2508,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline","1505 respondents were interviewed on a landline telephone, and 1003 were interviewed on a cell phone, including 531 who had no landline telephone.",34.0,50.0,16.0
USSRBI.012507.R14H,"(Finally, I'd like you to rate how you feel about that person on a 'feeling thermometer' using a scale of 0 to 100.  The higher the number, the warmer or more favorable you feel toward that person, the lower the number, the colder or less favorable you feel.  Again you can pick any number between 0 and 100.) How do you feel about...Mitt Romney?",* = less than .5%.,"Asked of Registered voters who said they know a great deal/some/not much about this 2008 possible presidential election candidate or just know the name Mitt Romney (42% of Registered voters, 35% of sample)",01/25/2007,"Schulman, Ronca & Bucuvalas, Inc.",Time Magazine,Time/SRBI Poll,01/22/2007,01/23/2007,Y,National adult,1242,Q14_8,Telephone Interview,nan,26.0,70.0,5.0
USGALLUP.08JAN30.R06B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,02/3/2008,Gallup Organization,USA Today,Gallup/USA Today Poll,01/30/2008,02/2/2008,Y,National adult,2020,Q6B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,37.0,39.0,24.0
USGALLUP.07APRIL2.R37D,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,04/10/2007,Gallup Organization,nan,Gallup Poll,04/2/2007,04/5/2007,Y,National adult,1008,Q37D,Telephone Interview,nan,25.0,21.0,54.0
USAP.020108.R03J,"(For each of the following individuals, please select if you have a favorable or unfavorable impression of that person.  If you don't know enough about the person to have an opinion, you can say that too.)...Mitt Romney...Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, don't know enough to say",nan,nan,nan,Knowledge Networks,Associated Press; Yahoo,Associated Press/Yahoo Poll: January 2008,01/18/2008,01/28/2008,Y,National adult,2016,nan,Web-based survey,nan,31.0,34.0,36.0
USORC.031207B.R04D,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Mitt Romney",nan,nan,03/12/2007,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,03/9/2007,03/11/2007,Y,National adult,1027,Q04G,Telephone Interview,nan,18.0,18.0,64.0
USODFOX.020107.R11,(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you have never heard of someone please just say so.)...Mitt Romney,nan,nan,02/1/2007,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,01/30/2007,01/31/2007,Y,National registered voters,900,nan,Telephone Interview,nan,11.0,22.0,67.0
USLAT.121306.R44,"What is your impression of Massachusetts Governor Mitt Romney?  As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable or haven't you heard enough about him to say?",nan,Asked of Republicans and those who vote Republican,12/13/2006,Los Angeles Times,Bloomberg News,Los Angeles Times/Bloomberg Poll,12/8/2006,12/11/2006,Y,National adult,1489,ROMNEY,Telephone Interview,nan,21.0,13.0,66.0
USQUINN.081507.R18,"Is your opinion of--Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,08/15/2007,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,08/7/2007,08/13/2007,Y,National registered voters,1545,nan,Telephone Interview,nan,20.0,22.0,57.0
USCBSNYT.011308A.R29,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Republican primary voters,01/13/2008,CBS News; New York Times,nan,CBS News/New York Times Poll,01/9/2008,01/12/2008,Y,National adult including an oversample of African Americans,1191,Q29,Telephone Interview,There was a total of 185 African-American respondents interviewed.  Results are weighted to be representative of a natonal adult population.,23.0,27.0,51.0
USGALLUP.07MRH02.R08H,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,03/7/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,03/2/2007,03/4/2007,Y,National adult,1010,Q8H,Telephone Interview,nan,23.0,19.0,58.0
USQUINN.110211.R19,"Is your opinion of--Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,11/2/2011,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,10/25/2011,10/31/2011,Y,National registered voters,2294,nan,Telephone Interview,The interviews included landline and cell phones.,35.0,35.0,29.0
USORC.041310.R08F,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,04/13/2010,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,04/9/2010,04/11/2010,Y,National adult,1008,Q8F,Telephone Interview,nan,40.0,34.0,26.0
USSRBI.012507.R11H,"How favorable an impression do you have of...Mitt Romney--very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable?",nan,"Asked of Registered voters who said they know a great deal/some/not much about this 2008 possible presidential election candidate or just know the name Mitt Romney (42% of Registered voters, 35% of sample)",01/25/2007,"Schulman, Ronca & Bucuvalas, Inc.",Time Magazine,Time/SRBI Poll,01/22/2007,01/23/2007,Y,National adult,1242,Q11_8,Telephone Interview,nan,49.0,29.0,23.0
31119487.00009,Are you favorable or unfavorable towards...Mitt Romney?,nan,nan,10/11/2007,"Penn, Schoen & Berland Associates",nan,PSB October 2007 Tracker,10/2/2007,10/9/2007,Y,National likely voters,527,nan,"Telephone Interview, Cell Phone; Telephone Interview, Landline","This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",31.0,35.0,34.0
31120227.00009,(Are you favorable or unfavorable toward this person?)...Mitt Romney,nan,nan,05/7/2007,"Penn, Schoen and Berland Associates",nan,PSB Early May 2007 Tracker,05/2/2007,05/6/2007,Y,National likely voters,600,nan,Telephone Interview,"This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",26.0,29.0,45.0
USABCWP.101811.R01B,"Overall, do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable/Unfavorable, ask:) Do you feel that way strongly or somewhat?",nan,nan,10/18/2011,ABC News; Washington Post,nan,ABC News/Washington Post Poll,10/12/2011,10/16/2011,Y,National adult,1009,nan,Telephone Interview,The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Social Science Research Solutions.  The interviews included landline and cell-phone-only respondents.,34.0,35.0,31.0
USIPSOSR.120710R.R05E,"Would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable or very unfavorable?",nan,Asked of Form C (60%),12/7/2010,Ipsos-Public Affairs,Reuters,Ipsos-Public Affairs/Reuters Poll,12/2/2010,12/5/2010,Y,National adult,1028,nan,Telephone Interview,nan,42.0,31.0,28.0
USAP.122707.R04J,"(For each of the following individuals, please select if you have a favorable or unfavorable impression of that person.  If you don't know enough about the person to have an opinion, you can say that too....Very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, don't know enough to say)...Mitt Romney",nan,nan,12/27/2007,Knowledge Networks,Associated Press; Yahoo,Associated Press/Yahoo Poll,12/14/2007,12/20/2007,Y,National adult,1821,nan,Web-based survey,The poll was fielded by Knowledge Networks using its national panel which is randomly selected from the entire national population and subsequently provided Internet access.,29.0,30.0,42.0
USQUINN.111208.R25,"Is your opinion of--Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,11/12/2008,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,11/6/2008,11/10/2008,Y,National registered voters,2210,nan,Telephone Interview,nan,34.0,20.0,46.0
USTARR.11BATT2.R10,"(Now I would like to read you the names of several individuals who have been mentioned in the news recently.  For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.  If you do not recognize the name, just say so.)...Mitt Romney...(If Favorable/Unfavorable, ask:) Would that be a strongly favorable/unfavorable impression or just a somewhat favorable/unfavorable impression?",nan,nan,09/6/2011,Tarrance Group; Lake Research Partners,Politico; George Washington University,Politico/George Washington University Battleground 2012 Survey,08/28/2011,09/1/2011,Y,National likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likely to vote in 2012.,39.0,34.0,26.0
