QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USABC.310.R07,"(I'm going to mention the names of a few public figures. For each please tell me whether you have a favorable or unfavorable impression of that person or if, perhaps, you don't know enough to say.)... Ronald Reagan",nan,nan,08/15/1988,Chilton Research Services,ABC News,ABC News Poll,08/14/1988,08/14/1988,Y,National Adult,605,nan,Telephone Interview,nan,48.0,41.0,10.0
USABCWP.213.R47E,"(I'm going to mention the names of a few people who have been in public life. Please tell me if you have a favorable or unfavorable opinion of each, or if, perhaps, you don't know enough to have an opinion on that person.)...Ronald Reagan",nan,nan,01/1/1986,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,01/7/1986,01/14/1986,Y,National Adult (Black),1641,nan,Telephone Interview,nan,20.0,67.0,13.0
USTARR.062499.R07,"(Now I would like to read you the list of names of several individuals who have been mentioned in the news recently. For each one, please tell me whether you have heard of that person and if so, whether you have a favorable or an unfavorable impression of that person.) If you do not recognize the name, just say so....Ronald Reagan ...(If favorable/unfavorable, ask:) Would that be a strongly favorable/unfavorable impression, or just a somewhat favorable/unfavorable impression?",* = less than .5 percent,nan,06/24/1999,"The Tarrance Group; Lake, Snell, Perry & Associates",nan,Battleground 2000 Survey,06/6/1999,06/8/1999,Y,National registered likely voters,1000,nan,Telephone Interview,Likely voters are registered voters who said they are somewhat/very/extremely likey to vote in the congressional and presidential elections in 2000.,65.0,29.0,6.0
USGALLUP.1269.Q10A,You will notice that the 10 boxes on this card go from the highest position of plus five--for someone you have a very FAVORABLE opinion of--all the way down to the lowest position of minus five--for someone you have a very UNFAVORABLE opinion of. How far up the scale or how far down the scale would you rate the following: Ronald Reagan.,nan,nan,10/27/1986,Gallup Organization,nan,Gallup Poll (AIPO),10/24/1986,10/27/1986,Y,National Adult,1559,nan,Face-to-face interview,nan,82.0,15.0,3.0
USCAMREP.86JUL.R154,"I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so....Ronald Reagan",nan,nan,07/1/1986,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,07/1/1986,07/31/1986,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,60.0,31.0,9.0
USNBCWSJ.87NDEC.R05,"In general, do you have a favorable or unfavorable opinion of Ronald Reagan?",nan,nan,12/1/1987,NBC News; Wall Street Journal,nan,NBC News/Wall Street Journal Poll,11/30/1987,12/1/1987,Y,National Adult,1599,nan,Telephone Interview,nan,59.0,35.0,6.0
USABCWP.126.R13D,"(I'm going to mention the names of a few public figures, and I'd like you to tell me if you have a favorable or unfavorable opinion of each of them.) Do you have a favorable or unfavorable opinion of ...Ronald Reagan?",nan,Registered voters (77%),09/12/1984,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,09/7/1984,09/11/1984,Y,National Adult,1953,nan,Telephone Interview,nan,60.0,38.0,2.0
USLAT.103.R97,"Now I'm going to read you the names of some people and some groups of people in the news. As I read each one, tell me whether or not you have heard enough on the subject to form an opinion and, if you have, then I want just your general impression. For example...What is your impression of Ronald Reagan? As of today, is it very favorable, or somewhat favorable, or somewhat unfavorable or very unfavorable--or haven't you heard enough about him yet to say?",* = less than .5 percent,nan,02/1/1986,Los Angeles Times,nan,Los Angeles Times Poll,02/20/1986,02/25/1986,Y,National adult,2241,nan,Telephone Interview,nan,71.0,26.0,3.0
USABCWP.84OCT.R08D,"(I'm going to mention the names of a few public figures, and I'd like you to tell me if you have a favorable or unfavorable opinion of each of them.) Do you have a favorable or unfavorable opinion of...Ronald Reagan?",nan,Registered voters (74%),10/23/1984,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,10/22/1984,10/23/1984,Y,National Adult,1983,nan,Telephone Interview,nan,60.0,36.0,5.0
USGBUSA.859048.Q10,What about your overall opinion of Ronald Reagan? Please tell me whether you have a favorable or unfavorable opinion of Reagan or whether you aren't sure.,nan,nan,04/1/1985,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,04/1/1985,04/30/1985,N,National adult,467,nan,Telephone Interview,nan,51.0,32.0,18.0
USLAT.160.R63,"What is your impression of President Ronald Reagan? As of today, is it very favorable, or somewhat favorable, or somewhat unfavorable or very unfavorable--or haven't you heard enough about him yet to say?",nan,nan,09/1/1988,Los Angeles Times,nan,Los Angeles Times Poll,09/9/1988,09/11/1988,Y,National adult,1418,nan,Telephone Interview,nan,63.0,33.0,4.0
USHARRIS.Y083002.R05G,"(Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of each, or whether you are not familiar enough to say one way or another.)...Former President Ronald Reagan",nan,nan,08/30/2002,Harris Interactive,Time Magazine; Cable News Network (CNN),Time/CNN/Harris Interactive Poll,08/28/2002,08/29/2002,Y,National adult,1004,nan,Telephone Interview,A parallel survey of kids ages 8-18 by Harris Interactive for Time & Nickelodian was conducted on-line 8/15-21/02.,66.0,24.0,10.0
USABCWP.275.R09,Would you say you have a favorable or unfavorable impression of Ronald Reagan?,nan,nan,12/14/1987,ABC News; Washington Post,nan,ABC News/Washington Post Poll,12/11/1987,12/13/1987,Y,National adult,1005,nan,Telephone Interview,nan,61.0,37.0,2.0
USABCWP.280.R23,"(I'm going to mention the names of a few public figures. For each, please tell me if you have a favorable or unfavorable impression of that person, or if, perhaps, you don't know enough to say.)... How about Ronald Reagan?",nan,nan,01/1/1988,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,01/17/1988,01/23/1988,Y,National Adult,1505,nan,Telephone Interview,nan,58.0,40.0,2.0
USLAT.259A.R80,"What is your impression of former President Ronald Reagan? Is it very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable?",nan,nan,11/5/1991,Los Angeles Times,nan,Los Angeles Times Poll,09/21/1991,09/25/1991,Y,National Adult,1623,nan,Telephone Interview,nan,55.0,44.0,1.0
USCAMREP.85OCT.R175,"I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so....Ronald Reagan",nan,nan,10/1/1985,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,10/1/1985,10/31/1985,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,58.0,31.0,11.0
31121012.00040,"(Do you have a favorable or unfavorable opinion about each of the following historical leaders, or are you unfamiliar with them?...Very favorable, somewhat favorable, lean favorable, lean unfavorable, somewhat unfavorable, very unfavorable, never heard of them)...Ronald Reagan",nan,nan,04/29/2024,Ipsos,With Honor,"Americans view country as deeply divided, but believe most have much in common - Pt. 1",01/3/2024,01/7/2024,Y,National adult,2027,nan,Web-based survey,nan,60.0,25.0,14.0
USABCWP.198.R16K,"(I'm going to mention the names of a few public figures. For each, I'd like you to tell me if you have a favorable or unfavorable impression of that person, or if perhaps you don't know enough to have an impression one way or the other.)... Ronald Reagan",nan,nan,07/31/1985,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,07/25/1985,07/29/1985,Y,National adult,1506,nan,Telephone Interview,nan,65.0,31.0,3.0
USLAT.90.RP,"(Mark an 'X' to show your general attitude toward each of the following.) As of today, what is your impression of...President Ronald Reagan?",nan,nan,11/6/1984,Los Angeles Times,nan,Los Angeles Times Exit Poll 1984,11/6/1984,11/6/1984,Y,Exiting Voters,7311,nan,Mail Questionnaire/Self-enumerated questionnaire,Self administered printed questionnaire,60.0,33.0,7.0
USMARTIL.88AJC.R03B,"(I'm going to read the names of some world leaders. For each name I mention, please tell me if your impressions of that person are very favorable, favorable, unfavorable, or very unfavorable. If you've never heard of someone, or don't know enough to have an opinion, just say so.)... Ronald Reagan, President of the U.S.",nan,nan,04/1/1988,Marttila & Kiley,American Jewish Congress,Attitudes Toward The Middle East,04/18/1988,04/24/1988,Y,National adult,1017,nan,Telephone Interview,nan,64.0,35.0,4.0
USPSRA.092194.R23P,"(I'd like your views on some people in the news. Some of them may not be familiar to you. If I read a name you don't recognize, please say so.) Would you say your overall opinion of... Ronald Reagan... is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",* = less than .5 percent.,Asked of Form A half sample.,09/21/1994,Princeton Survey Research Associates,Times Mirror,"People, The Press & Politics Poll--New Political Landscapes",07/12/1994,07/25/1994,Y,National adult,3800,nan,Telephone Interview,"The main sample of 3800 included an oversample of 197 black adults. The results are weighted to be representative of the national adult population. The study included a separate supplemental sample of 1009 adults interviewed 7/13-7/27/94, and a re-interview of 1500 adults from the main sample 9/9-11/94. Both of these are shown separately.",66.0,33.0,1.0
USCPS.84POST.QB02A,"I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't care too much for the person. You would rate the person at the 50 degree mark if you don't feel particularly warm or cold toward the person. If we come to a person whose name you don't recognize, you don't have to rate that person. Just tell me and we'll move on to the next one.... (President) Ronald Reagan. How would you rate him using the thermometer?",Mean = 64.18,Asked of those in the Long Form (98%),08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",nan,American National Election Study 1984 (Post-Election),11/7/1984,01/25/1985,Y,National adult,1989,nan,Telephone Interview; Face-to-face interview,"The respondents were originally interviewed in the pre-election study of 2241 adults conducted September 5, 1984-November 5, 1984. Half of the post election interviews were personal, and half were by telephone. In the post election interview 2% had a short form version of the questionnaire, 98% had the long form version.",66.0,34.0,1.0
USCBSNYT.090084.R10A,"I'm going to name some candidates and ask what you think of them. If you haven't heard much about someone I name, just tell me. Is your opinion of...Ronald Reagan...favorable, not favorable, undecided, or haven't you heard enough about...Ronald Reagan... yet to have an opinion? (If 'don't know', ask:) Are you undecided or have you not heard enough about him?",nan,Registered voters (72%),09/30/1984,CBS News; New York Times,nan,CBS News/New York Times Poll,09/12/1984,09/16/1984,Y,National Adult,1546,nan,Telephone Interview,nan,53.0,29.0,19.0
USCAMREP.87APR.R186,"I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so....Ronald Reagan",nan,nan,04/1/1987,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,04/1/1987,04/30/1987,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,55.0,38.0,8.0
USCBSNYT.88MAY.R06,"Is your opinion of Ronald Reagan favorable, not favorable, undecided, or haven't you heard enough about Ronald Reagan yet to have an opinion?",nan,nan,05/1/1988,CBS News; New York Times,nan,CBS News/New York Times Poll,05/9/1988,05/9/1988,Y,National adult,1382,nan,"Telephone Interview, Landline",nan,39.0,34.0,27.0
USGBUSA.84OCT6.R04A,I would just like you to rate the (1984) candidates for President and Vice-President. Please tell me whether you have a favorable or unfavorable opinion of each. Please indicate that you are not sure if you do not have enough information at the present time to form an opinion...Ronald Reagan,nan,nan,11/4/1984,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,10/30/1984,11/4/1984,Y,Registered Voters,2219,nan,"Telephone Interview, Landline",nan,61.0,30.0,9.0
USGALLUP.01JN15.R03G,"(We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of this person--or if you have never heard of him or her.) How about...Ronald Reagan?",* = less than .5 percent,nan,01/22/2001,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,01/15/2001,01/16/2001,Y,National adult,1056,Q3G,Telephone Interview,nan,74.0,23.0,3.0
USLAT.100.R32,"What is your impression of Ronald Reagan? As of today, is it very favorable or somewhat favorable, or somewhat unfavorable or very unfavorable--or haven't you heard enough about him yet to say?",nan,nan,11/1/1985,Los Angeles Times,nan,Los Angeles Times Poll,11/1/1985,11/7/1985,Y,National adult,2041,nan,Telephone Interview,nan,72.0,24.0,4.0
USABCWP.080601.R25,Do you have a favorable or unfavorable impression of Ronald Reagan?,nan,nan,08/6/2001,TNS Intersearch,ABC News; Washington Post,ABC News/Washington Post Poll,07/26/2001,07/30/2001,Y,National adult,1352,Q25E,Telephone Interview,nan,69.0,29.0,3.0
USYANKP.94019.Q15F,"(Next, I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of that person, or whether you are not familiar enough with that person to say one way or the other.)...Ronald Reagan",nan,nan,10/1/1994,"Yankelovich Partners, Inc.",Time Magazine; Cable News Network (CNN),Time/CNN/Yankelovich Partners Poll,10/25/1994,10/26/1994,Y,National adult,1000,nan,Telephone Interview,nan,51.0,42.0,7.0
USGALLUP.TM0188.R37H,"(I'd like your opinion of some people and organizations. As I read from a list, please tell me which category on this card best describes your overall opinion of who or what I name. Probably, there will be some people and organizations on this list that you have never heard of.)... Ronald Reagan",* = less than .5 percent,nan,01/1/1988,Gallup Organization,Times Mirror Center for the People & the Press,"People, The Press & Politics Poll",01/8/1988,01/17/1988,Y,National adult,2109,nan,Face-to-face interview,nan,59.0,37.0,4.0
USGALLUP.888TM.R03E,"(Now, I'd like your opinion of some people and organizations. As I read from a list, please tell me which category on this card best describes your overall opinion of who or what I name. Probably, there will be some people and organizations on this list that you have never heard of.)... Ronald Reagan",nan,nan,08/1/1988,Gallup Organization,Times Mirror,"People, The Press & Politics Poll",08/24/1988,08/25/1988,Y,National--Registered Voters,1000,nan,Telephone Interview,nan,67.0,30.0,3.0
USGBUSA.84OCT5.R04A,I would first like you to rate the candidates for President and Vice-President. Please tell me whether you have a favorable or unfavorable opinion of each. Please indicate that you are not sure if you do not have enough information at the present time to form an opinion...Ronald Reagan,nan,Registered voters (96%),10/25/1984,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,10/25/1984,10/25/1984,Y,Registered Voters,1374,nan,"Telephone Interview, Landline",nan,58.0,30.0,12.0
USCAMREP.85APR.R202,"I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so....Ronald Reagan",nan,nan,04/1/1985,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,04/1/1985,04/30/1985,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,56.0,34.0,11.0
USGALLUP.1278.Q20F,"Now, using the same card that you used before, with the highest position of plus five indicating a person or group you have a very FAVORABLE opinion of, and the lowest position of minus five indicating a person or group you have a very UNFAVORABLE opinion of--how far up the scale or how far down the scale would you rate the following: Ronald Reagan.",nan,nan,07/13/1987,Gallup Organization,nan,Gallup Poll (AIPO),07/10/1987,07/13/1987,Y,National adult,1607,nan,Face-to-face interview,nan,73.0,23.0,8.0
USWASHP.919093.Q06C,"I am going to read you some names. For each please tell me if you have a favorable or unfavorable opinion of that person, or perhaps you don't know enough to say. How about... Ronald Reagan.",nan,nan,09/1/1991,Washington Post,nan,Washington Post Poll,08/29/1991,09/1/1991,Y,National adult,804,nan,Telephone Interview,nan,54.0,39.0,7.0
USCBSNYT.84PRE2.R09E,"Is your opinion of...Ronald Reagan... favorable, not favorable, undecided, or haven't you heard enough about...Ronald Reagan...yet to have an opinion? (If 'Don't know,' ask:) Are you undecided or have you not heard enough about him?",* = less than .5 percent.,Registered voters (77%),11/1/1984,CBS News; New York Times,nan,CBS News/New York Times Poll,11/2/1984,11/4/1984,Y,National Adult,2394,nan,Telephone Interview,nan,57.0,31.0,11.0
USCBSNYT.OC84-2.R09E,"(I'm going to name some candidates and ask what you think of them. If you haven't heard much about someone I name, just tell me.) Is your opinion of...Ronald Reagan...favorable, not favorable, undecided, or haven't you heard enough about...Ronald Reagan...yet to have an opinion? (If 'don't know', ask:) Are you undecided or have you not heard enough about him?",nan,Registered voters (73%),10/1/1984,CBS News; New York Times,nan,CBS News/New York Times Poll,10/14/1984,10/17/1984,Y,National Adult,1809,nan,Telephone Interview,nan,53.0,32.0,14.0
USABCWP.142.R04D,"(I'm going to mention the names of a few public figures, and I'd like you to tell me if you have a favorable or unfavorable opinion of each of them.) Do you have a favorable or unfavorable opinion of...Ronald Reagan?",nan,Asked of partial sample of registered voters (14% of registered voters),10/4/1984,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,10/29/1984,11/1/1984,Y,Respondents from the 48 state poll (#8624),15933,nan,Telephone Interview,nan,60.0,35.0,4.0
USAPMGEN.20-3.RC11,"Overall, do you have a favorable or unfavorable opinion of President Reagan?",nan,nan,05/1/1988,Media General; Associated Press,nan,Associated Press/Media General Poll,04/29/1988,05/8/1988,Y,National adult,1204,nan,"Telephone Interview, Landline",nan,59.0,31.0,10.0
USMARTIL.ATS8.R10A,"I'm going to read the names of some world leaders. For each name I mention, please tell me if your impressions of that person are very favorable, favorable, unfavorable, or very unfavorable. If you've never heard of someone, or don't know enough to have an opinion, just say so.... Ronald Reagan, President of the United States",nan,nan,08/1/1988,"Marttila & Kiley, Inc.",Americans Talk Security Project,Americans Talk Security #8,07/31/1988,08/7/1988,Y,Registered Voters,1003,nan,Telephone Interview,nan,69.0,28.0,2.0
USLAT.89.R065,"What is your impression of Ronald Reagan? As of today, very favorable, or somewhat favorable, or somewhat unfavorable, or very unfavorable--or haven't you heard enough about him to say?",nan,nan,11/1/1984,Los Angeles Times,nan,Los Angeles Times Poll,10/4/1984,10/15/1984,Y,National adult,4831,nan,Telephone Interview,nan,70.0,28.0,2.0
USABCWP.866514.R33A,"I am going to mention the names of a few public figures. For each, please tell me if you have a favorable or unfavorable impression of that person or if perhaps, you don't know enough to have an impression one way or the other....Ronald Reagan",nan,nan,05/1/1986,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,05/15/1986,05/19/1986,Y,National Adult,1506,nan,Telephone Interview,nan,74.0,23.0,3.0
USPENN.85JAN.R04,"For each of the following people, please tell me if you know the person and if so, whether you are very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable towards the person.... Ronald Reagan",nan,nan,01/28/1985,Penn & Schoen Associates,nan,Garth Analysis Survey,12/29/1984,01/3/1985,Y,National registered voters,1000,nan,Telephone Interview,nan,65.0,30.0,4.0
USABCWP.304.R17,"(I'm going to mention the names of a few public figures. For each please tell me whether you have a favorable or unfavorable impression of that person or if, perhaps, you don't know enough to say.)... How about Ronald Reagan? Do you have a favorable or unfavorable impression of him, or perhaps you don't know enough to say?",nan,nan,07/1/1988,ABC News; Washington Post,nan,ABC News/Washington Post Poll,07/6/1988,07/13/1988,Y,National adult,1500,nan,Telephone Interview,nan,60.0,36.0,4.0
USCAMREP.87OCT.R181,"I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so....Ronald Reagan",nan,nan,10/1/1987,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,10/1/1987,10/31/1987,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,50.0,39.0,11.0
USCAMREP.85JUL.R163,"I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so....Ronald Reagan",nan,nan,07/1/1985,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,07/1/1985,07/31/1985,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,60.0,28.0,12.0
USMARTIL.588ATS.R02D,"(I'm going to read the names of some world leaders. For each name I mention, please tell me if your impressions of that person are very favorable, favorable, unfavorable, or very unfavorable. If you've never hear of someone, or don't know enough to have an opinion, just say so.)... Ronald Reagan, President of the United States",* = less than .5 percent,nan,05/1/1988,"The Daniel Yankelovich Group, Inc.",Americans Talk Security Project,Americans Talk Security #6,05/24/1988,05/27/1988,Y,Registered voters,1009,nan,Telephone Interview,nan,61.0,38.0,2.0
USYANK.2007NLI.Q29A,Would you say that you have generally favorable or unfavorable attitudes toward...Ronald Reagan--or aren't you familiar enough with him to say?,nan,nan,11/30/2007,"TSC, a division of Yankelovich, Inc.","Center for Public Leadership of the John F. Kennedy School of Government, Harvard University; U.S. News & World Report",Confidence in Leadership Survey,09/4/2007,09/17/2007,Y,National adult,1207,Q29A,Telephone Interview,nan,65.0,20.0,15.0
USPSRA.90TM2A.R401A,"I'd like your opinion on some people. As I read from a list, please tell me which category on this card best describes your overall opinion of who I name. Probably, there will be some names on this list that you have never heard of. How would you describe your opinion of... Ronald Reagan?",* = less than .5 percent,nan,09/19/1990,Princeton Survey Research Associates,Times Mirror Center for the People & the Press,"People, The Press & Politics Poll 1990",05/1/1990,05/31/1990,Y,National adult,3004,nan,Face-to-face interview,"There was a reinterview of 1000 of these respondents Aug 19-25, 1990 to update the Persian Gulf crisis data. These data are reported separately.",62.0,36.0,2.0
31093955.00005,"In general, would you say you have a favorable or unfavorable impression of Ronald Reagan? Do you feel strongly about that or not too strongly? ",nan,nan,08/1/1984,Minneapolis Tribune,nan,The Minnesota Poll # 84-04,08/9/1984,08/14/1984,Y,Adult residents of Minnesota,620,nan,"Telephone Interview, Landline",nan,55.0,40.0,5.0
USGBUSA.84SEP2.R04A,I would first like you to rate the candidates for President and Vice-President. Please tell me whether you have a favorable or unfavorable opinion of each. Please indicate that you are not sure if you do not have enough information at the present time to form an opinion...Ronald Reagan.,nan,nan,09/26/1984,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,09/25/1984,09/26/1984,Y,Registered voters,1260,nan,Telephone Interview,nan,49.0,35.0,16.0
USGALLUP.87PRS.R02A,"Is your opinion of... Ronald Reagan... very favorable, mostly favorable, mostly unfavorable or very unfavorable?",nan,nan,01/15/1987,Gallup Organization,Times Mirror Center for the People & the Press,Press And The Presidency,12/27/1986,01/4/1987,Y,National adult,1502,nan,Telephone Interview,nan,61.0,37.0,2.0
USMS.ATS15.R26,"(Now, I'd like you to rate your feelings toward some individuals in the news on the same zero-to-one hundred scale (with one hundred meaning a very warm, favorable feeling: zero meaning a very cold, unfavorable feeling: and fifty meaning not particularly warm or cold). If you've never heard of the person, just tell me, and we'll move on to the next one. (Randomized) (Warm: 51 degrees - 100 degrees, Neutral: 50 degrees, Cold: 0 degrees - 49 degrees).)... Ronald Reagan",Average 60 degrees * = less than .5 percent,nan,03/31/1991,"Market Strategies, Inc.",Americans Talk Issues Foundation,New World Order--What The Peace Should Be,03/19/1991,03/24/1991,Y,National adult,1004,nan,Telephone Interview,nan,58.0,26.0,16.0
