QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USCAMREP.76JUL.R361,"I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so....Gerald Ford",nan,nan,07/1/1976,Cambridge Reports/Research International,nan,Cambridge Reports/National Omnibus Survey,07/1/1976,07/31/1976,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,59.0,33.0,8.0
USGALLUP.955.Q008A,You will notice that the ten boxes on this card go from the highest position of plus five--for someone or something you have a very favorable opinion of--all the way down to the lowest position of minus five--for someone or something you have a very unfavorable opinion of. Please tell me how far up the scale or down the scale you would rate the following. If you do not know the name would you please tell me? Gerald Ford.,nan,nan,07/20/1976,Gallup Organization,nan,Gallup Poll (AIPO),07/16/1976,07/19/1976,Y,National adult,1518,nan,Face-to-face interview,nan,75.0,22.0,3.0
USLAT.32.R57,"(Now, I'm going to read you the names of some of the people in the news. As I read each one, tell me whether or not you have heard enough about that person to form an opinion and, if you have, then I want your general impression.) What is your impression of...Gerald Ford? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable--or haven't you heard enough yet about him to say?",nan,Registered voters (64%),07/3/1980,Los Angeles Times,nan,Los Angeles Times Poll,06/29/1980,07/3/1980,Y,National adult,2199,nan,Telephone Interview,nan,69.0,26.0,5.0
USCAMREP.79OCT.R206,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Gerald Ford",nan,nan,10/1/1979,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,10/1/1979,10/31/1979,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,54.0,35.0,11.0
USCBSNYT.76MAY.R04C,"(Now I'm going to name some possible (1976) presidential candidates and ask what you think of them. Some people tell us that they have not heard much about some of these candidates--so, if you haven't heard much about someone I name, just tell me.) Do you have a favorable or unfavorable opinion about... Gerald Ford... or don't you know enough about him to have an opinion?",nan,nan,05/1/1976,CBS News; New York Times,nan,CBS News/New York Times Poll,05/19/1976,05/23/1976,Y,National Adult,1501,nan,Telephone Interview,nan,48.0,39.0,13.0
USCPS.84PRE.QK05F,"(I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I will use something we call the feeling thermometer and here is how it works: I'll read the name of a person and I'd like you to rate that person using the feeling thermometer. Ratings between 50 degrees and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 degrees and 50 degrees mean that you don't feel favorable toward the person and that you don't care too much for that person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but you don't feel particularly warm or cold toward the person, you would rate the person at the 50 degree mark.)... Gerald Ford. How would you rate him using the thermometer?",Mean = 57.88,nan,08/1/1985,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1984 (Pre-Election),09/5/1984,11/5/1984,Y,National adult,2241,nan,Face-to-face interview,"A post election survey with re-interviews of 1989 (84%) of the pre-election respondents was conducted November 07, 1984-January 25, 1985.",55.0,40.0,5.0
USLAT.17.R61,"(Now, I'm going to read you the names of some people in the news. As I read each name, please tell me whether or not you have heard enough about that person yet to make a judgment about him or her. And, if you have, then I'd like to know your general impression.) What is your impression of...Former President Gerald R. Ford?... As of today, is it very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable--or, haven't you heard enough about him yet to say?",nan,nan,05/31/1979,Los Angeles Times,nan,Los Angeles Times Poll,05/20/1979,05/25/1979,Y,National adult,1302,nan,Telephone Interview,nan,66.0,27.0,7.0
USLAT.012693.R71,"(I'm going to read you the names of some people who are in the news. As I read each one, please tell me whether or not you have heard enough about that person to form an opinion and, if you have, then I want just your general impression.) What is your impression of... Gerald Ford? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?",nan,Asked of half sample,01/26/1993,Los Angeles Times,nan,Los Angeles Times Poll,01/14/1993,01/17/1993,Y,National Adult,1735,nan,Telephone Interview,nan,51.0,23.0,26.0
USCAMREP.80JAN.R258,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Gerald Ford",nan,nan,01/1/1980,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,01/1/1980,01/31/1980,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,52.0,37.0,12.0
USCBSNYT.020076.R04H,(Now I'm going to name some possible (1976) Presidential candidates and ask you what you think of them.) Do you have a favorable or unfavorable opinion about... Gerald Ford?,nan,nan,02/29/1976,CBS News; New York Times,nan,CBS News/New York Times Poll,02/2/1976,02/8/1976,Y,National adult,1458,nan,Telephone Interview,nan,46.0,34.0,20.0
USCAMREP.79JAN.R278,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Gerald Ford",nan,nan,01/1/1979,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,01/1/1979,01/31/1979,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,52.0,36.0,13.0
