QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USLAT.71.R60,"(Now I'm going to read you the names of some people in the news. As I read each one, tell me whether or not you have heard enough about that person to form an opinion and if you have, then I want just your general impression. For example...) What is your impression of Former Vice President Walter Mondale? As of today, is it very favorable, or somewhat favorable, or somewhat unfavorable or very unfavorable -- or haven't you heard enough about that yet to say?",nan,nan,09/1/1983,Los Angeles Times,nan,Los Angeles Times Poll,09/18/1983,09/22/1983,Y,National adult including an African American oversample,1653,nan,Telephone Interview,nan,59.0,25.0,16.0
USPENN.070784.R05,"(For each of the following people, please tell me if you know the person, and, if so, whether you are very favorable, somewhat favorable, somewhat unfavorable or very unfavorable towards the person.)...Walter Mondale.",nan,nan,07/7/1984,Penn & Schoen Associates,Garth Analysis,Garth Analysis Survey,06/12/1984,06/17/1984,Y,Registered voters,1005,nan,Telephone Interview,nan,44.0,47.0,9.0
USLAT.73.R74,"What is your impression of former Vice President Walter Mondale, as of today, is it very favorable, or somewhat favorable, or somewhat unfavorable or very unfavorable -- or haven't you heard enough about them yet to say?",nan,nan,11/1/1983,Los Angeles Times,nan,Los Angeles Times Poll,11/12/1983,11/17/1983,Y,National Adult,2004,nan,Telephone Interview,nan,54.0,29.0,17.0
USCAMREP.80JUL.R203,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,07/1/1980,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,07/1/1980,07/31/1980,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,41.0,33.0,25.0
USLAT.89.R064,"What is your impression of Walter Mondale? As of today, is it very favorable, or somewhat favorable, or somewhat unfavorable, or very unfavorable--or haven't you heard enough about him yet to say?",nan,nan,11/1/1984,Los Angeles Times,nan,Los Angeles Times Poll,10/4/1984,10/15/1984,Y,National adult,4831,nan,Telephone Interview,nan,59.0,38.0,3.0
USGALLUP.217-4.R2,(You will notice that the ten boxes on this card go from the highest position of plus five -- for someone or something you have a very favorable opinion of -- all the way down to the lowest position of minus five -- for someone or something you have a very unfavorable opinion of.) How far up the scale or down the scale would you rate... Walter Mondale?,nan,nan,10/1/1983,Gallup Organization,nan,Gallup Report,08/12/1983,08/15/1983,Y,National Adult,1534,nan,Face-to-face interview,nan,74.0,17.0,6.0
USLAT.88.R063,"What is your impression of former Vice President Walter Mondale? As of today, is it very favorable, or somewhat favorable, or somewhat unfavorable or very unfavorable--or haven't you heard enough about him yet to say?",nan,nan,09/1/1984,Los Angeles Times,nan,Los Angeles Times Poll,08/24/1984,08/30/1984,Y,National adult,2056,nan,Telephone Interview,nan,53.0,40.0,7.0
USCAMREP.81JUL.R221,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,07/1/1981,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,07/1/1981,07/31/1981,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,43.0,26.0,31.0
USCAMREP.78APR.R165,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,04/1/1978,Cambridge Reports/Research International,nan,Cambridge Reports/National Ominbus Survey,04/1/1978,04/30/1978,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,43.0,23.0,34.0
USCAMREP.81OCT.R176,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,10/1/1981,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,10/1/1981,10/31/1981,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,41.0,26.0,33.0
USCAMREP.77JAN.R273,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,01/1/1977,Cambridge Reports/Research International,nan,Cambridge Reports/National Omnibus Survey,01/1/1977,01/31/1977,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,60.0,13.0,28.0
USPENN.120082.R07,"(For each of these people or groups, please tell me if you know the person, or group and, if so, whether you are very favorable, somewhat favorable, somewhat unfavorable or very unfavorable towards the person or group)...Walter Mondale Are you familiar with him? (IF YES, ASK:) Are you very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable towards him?",nan,Registered voters,03/1/2022,Penn & Schoen Associates,Garth Analysis,Garth Analysis Survey - registered voters,12/18/1982,12/19/1982,Y,Registered voters,1000,nan,Telephone Interview,nan,52.0,59.0,21.0
USLAT.35.R095,"What is your impression of Walter Mondale? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable--or haven't you heard enough about him yet to say?",nan,nan,09/1/1980,Los Angeles Times,nan,Los Angeles Times Poll,09/2/1980,09/7/1980,Y,National adult,2033,nan,Telephone Interview,nan,59.0,21.0,20.0
USGBUSA.84OCT3.R04B,(I would first like you to rate the candidates for President and Vice-President. Please tell me whether you have a favorable or unfavorable opinion of each. Please indicate that you are not sure if you do not have enough information at the present time to form an opinion.)...Walter Mondale.,nan,nan,10/12/1984,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,10/12/1984,10/12/1984,Y,Registered Voters,1282,nan,"Telephone Interview, Landline",nan,33.0,50.0,17.0
USGBUSA.84OCT3.R04B,(I would first like you to rate the candidates for President and Vice-President. Please tell me whether you have a favorable or unfavorable opinion of each. Please indicate that you are not sure if you do not have enough information at the present time to form an opinion.)...Walter Mondale.,nan,nan,10/12/1984,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,10/12/1984,10/12/1984,Y,Registered Voters,1282,nan,"Telephone Interview, Landline",nan,33.0,50.0,17.0
USPENN.062582.R7,"Walter Mondale. Do you know him? (If yes, ask:) Are you very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable towards him?",nan,Reg. voters,06/25/1982,Penn & Schoen Associates,Garth Analysis,Garth Analysis Survey,06/12/1982,06/14/1982,Y,Registered voters,1000,nan,Telephone Interview,nan,47.0,31.0,23.0
USCAMREP.78JAN.R225,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,01/1/1978,Cambridge Reports/Research International,nan,Cambridge Reports/National Omnibus Survey,01/1/1978,01/31/1978,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,49.0,19.0,33.0
USGALLUP.1196.R94C,(You will notice that the ten boxes on this scale go from the highest position of plus five for someone you have a very favorable opinion of--all the way down to the lowest position of minus five--for someone you have a very unfavorable opinion of. How far up or down the scale would you rate each of the following?)... Walter Mondale,nan,nan,06/14/1982,Gallup Organization,nan,Gallup Poll (AIPO),06/11/1982,06/14/1982,Y,National Adult,1504,nan,Face-to-face interview,nan,66.0,25.0,10.0
USGALLUP.1242.Q08C,You will notice that the 10 boxes on this card go from the highest position of plus five--for someone you have a very FAVORABLE opinion of--all the way down to the lowest position of minus five--for someone you have a very UNFAVORABLE opinion of. How far up the scale or how far down the scale would you rate the following? Walter Mondale,nan,nan,09/24/1984,Gallup Organization,nan,Gallup Poll (AIPO),09/21/1984,09/24/1984,Y,National Adult,1518,nan,Face-to-face interview,nan,66.0,34.0,0.0
31093954.00003,"In general, would you say you have a favorable or unfavorable impression of Walter Mondale? Do you feel strongly about that or not too strongly?",nan,nan,07/1/1984,Minneapolis Tribune,nan,The Minnesota Poll # 84-03,07/13/1984,07/17/1984,Y,Adult residents of Minnesota,616,nan,"Telephone Interview, Landline",nan,58.0,33.0,9.0
USGBUSA.84SEP2.R04B,(I would first like you to rate the candidates for President and Vice-President. Please tell me whether you have a favorable or unfavorable opinion of each. Please indicate that you are not sure if you do not have enough information at the present time to form an opinion.)...Walter Mondale.,nan,nan,09/26/1984,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,09/25/1984,09/26/1984,Y,Registered voters,1260,nan,Telephone Interview,nan,35.0,44.0,21.0
31093955.00006,"In general, would you say you have a favorable or unfavorable impression of Walter Mondale? Do you feel strongly about that or not too strongly? ",nan,nan,08/1/1984,Minneapolis Tribune,nan,The Minnesota Poll # 84-04,08/9/1984,08/14/1984,Y,Adult residents of Minnesota,620,nan,"Telephone Interview, Landline",nan,56.0,37.0,7.0
USCBSNYT.84PRE1.R09D,"Is your opinion of...Walter Mondale...favorable, not favorable, undecided, or haven't you heard enough about...Walter Mondale... yet to have an opinion?",nan,Registered voters (76%),11/1/1984,CBS News; New York Times,nan,CBS News/New York Times Poll,10/31/1984,11/3/1984,Y,National Adult,2875,nan,Telephone Interview,nan,38.0,46.0,17.0
USGBUSA.84MAR1.R04B,(Here are some people who are candidates for the (1984) nomination for President. Please tell me whether you have a favorable or an unfavorable opinion of each. Please indicate that you are not sure if you do not have enough information at the present time to form an opinion.)...Walter Mondale.,nan,Registered voters (89%),03/5/1984,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,03/2/1984,03/5/1984,Y,National adult,1332,nan,"Telephone Interview, Landline",nan,27.0,50.0,23.0
USPENN.111783.R5,"(For each of the following people, please tell me if you know the person, and, if so, whether you are very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable towards the person)... Walter Mondale",nan,Reg. voters,11/17/1983,Penn & Schoen Associates,nan,Garth Analysis Survey,10/29/1983,11/4/1983,Y,Registered voters,1002,nan,Telephone Interview,nan,47.0,37.0,17.0
USGALLUP.1160.Q003AD,You will notice that the 10 boxes on this scale go from the highest position of plus five--for someone you have a favorable opinion of--all the way down to the lowest position of minus five--for someone you have a very unfavorable opinion of. How far up or how far down the scale would you rate the following: Walter Mondale,nan,nan,08/4/1980,Gallup Organization,nan,Gallup Poll (AIPO),08/1/1980,08/4/1980,Y,National Adult,1538,nan,Face-to-face interview,nan,63.0,32.0,7.0
USPENN.82AUG.R09,"(For each of these people or groups, please tell me if you know the person, or group and if so, whether you are very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable towards the person or group.)... Walter Mondale",nan,nan,09/2/1982,Penn & Schoen Associates,nan,Garth Analysis Survey,08/21/1982,08/22/1982,Y,National registered voters,1000,nan,Telephone Interview,nan,44.0,30.0,26.0
USCAMREP.76JUL.R364,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,07/1/1976,Cambridge Reports/Research International,nan,Cambridge Reports/National Omnibus Survey,07/1/1976,07/31/1976,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,38.0,20.0,43.0
USCBSNYT.090084.R10B,"(I'm going to name some candidates and ask what you think of them. If you haven't heard much about someone I name, just tell me.) Is your opinion of...Walter Mondale...favorable, not favorable, undecided, or haven't you heard enough about...Walter Mondale... yet to have an opinion? (If 'don't know', ask:) Are you undecided or have you not heard enough about him?",nan,Registered voters (72%),09/30/1984,CBS News; New York Times,nan,CBS News/New York Times Poll,09/12/1984,09/16/1984,Y,National Adult,1546,nan,Telephone Interview,nan,27.0,39.0,34.0
USCAMREP.82JAN.R186,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,01/1/1982,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,01/1/1982,01/31/1982,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,42.0,26.0,32.0
USCAMREP.82JAN.R186,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,01/1/1982,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,01/1/1982,01/31/1982,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,42.0,26.0,32.0
USCAMREP.83JAN.R187,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,01/1/1983,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,01/1/1983,01/31/1983,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,39.0,29.0,32.0
USGBUSA.84JUNE.R04B,(Here are some people who are candidates for the (1984) nomination for President. Please tell me whether you have a favorable or unfavorable opinion of each. Please indicate that you are not sure if you do not have enough information at the present time to form an opinion.)...Walter Mondale,nan,Registered voters (78%),07/7/1984,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,06/29/1984,07/7/1984,Y,National adult,1262,nan,"Telephone Interview, Landline",nan,33.0,45.0,22.0
USGBUSA.84APR.R04B,(Here are some people who are candidates for the nomination for President (in 1984). Please tell me whether you have a favorable or unfavorable opinion of each. Please indicate that you are not sure if you do not have enough information at the present time to form an opinion.)...Walter Mondale,nan,nan,04/30/1984,Gordon S. Black Corporation,USA Today,Gordon Black/USA Today Poll,04/26/1984,04/30/1984,Y,National adult,1441,nan,"Telephone Interview, Landline",nan,31.0,44.0,25.0
USPENN.83MAY.R05,"(For each of these people or groups, please tell me if you know the person or group and, if so, whether you are very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable towards the person.).... Walter Mondale",nan,nan,05/3/1983,Penn & Schoen Associates,Garth Analysis,Garth Analysis Survey,04/23/1983,04/24/1983,Y,Registered voters,1003,nan,Telephone Interview,nan,50.0,31.0,20.0
USCBSNYT.OC84-1.R09D,"(I'm going to name some candidates and ask what you think of them. If you haven't heard much about someone I name, just tell me.) Is your opinion of...Walter Mondale...favorable, not favorable, undecided, or haven't you heard enough about...Walter Mondale...yet to have an opinion? (If 'don't know', ask:) Are you undecided or have you not heard enough about him?",nan,nan,10/1/1984,CBS News; New York Times,nan,CBS News/New York Times Poll,09/30/1984,10/4/1984,Y,National Adult,1748,nan,Telephone Interview,nan,32.0,40.0,28.0
USCAMREP.77JUL.R256A,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,07/1/1977,Cambridge Reports/Research International,nan,Cambridge Reports/National Omnibus Survey,07/1/1977,07/31/1977,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,53.0,19.0,28.0
USCAMREP.82OCT.R168,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,10/1/1982,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,10/1/1982,10/31/1982,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,44.0,26.0,30.0
USCBSNYT.OC84-3.R09D,"(I'm going to name some candidates and ask what you think of them. If you haven't heard much about someone I name, just tell me.) Is your opinion of...Walter Mondale...favorable, not favorable, undecided, or haven't you heard enough about...Walter Mondale ...yet to have an opinion? (If 'don't know,' ask:) Are you undecided or have you not heard enough about him?",nan,nan,10/31/1984,CBS News; New York Times,nan,CBS News/New York Times Poll,10/23/1984,10/25/1984,Y,National Adult,1463,nan,Telephone Interview,nan,34.0,41.0,25.0
USCBSNYT.012484.R5I,"(I'm going to name some possible presidential candidates and ask what you think of them. If you haven't heard much about someone I name, just tell me.) Is your opinion of...Walter Mondale...favorable, not favorable, undecided, or haven't you heard enough about...Walter Mondale...yet to have an opinion?",Based on responses of registered voters = 67%.,Registered voters,01/24/1984,CBS News; New York Times,nan,CBS News/New York Times Poll,01/14/1984,01/21/1984,Y,National Adult,1443,nan,Telephone Interview,nan,42.0,28.0,30.0
USCAMREP.82APR.R190,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,04/1/1982,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,04/1/1982,04/30/1982,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,40.0,28.0,31.0
USCBSNYT.091680.R02F,"(I'm going to name some people and ask what you think of them. If you haven't heard much about someone I name, just tell me.) Do you have a favorable or not favorable opinion about...Walter Mondale...or don't you know enough about him to have an opinion?",nan,Registered voters,09/16/1980,CBS News; New York Times,nan,CBS News/New York Times Poll,09/10/1980,09/14/1980,Y,National Adult,2062,nan,Telephone Interview,nan,52.0,22.0,26.0
USCAMREP.82JUL.R184,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,07/1/1982,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,07/1/1982,07/31/1982,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,43.0,28.0,30.0
USCAMREP.81JAN.R159,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,01/1/1981,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,01/1/1981,01/31/1981,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,40.0,31.0,30.0
USABCWP.97.R38H,Do you have a favorable or unfavorable opinion about...Walter Mondale...or don't you know enough about him to have an opinion?,nan,nan,02/1/1984,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,01/12/1984,01/17/1984,Y,National Adult,1524,nan,Telephone Interview,nan,48.0,30.0,23.0
USABCWP.126.R13C,"(I'm going to mention the names of a few public figures, and I'd like you to tell me if you have a favorable or unfavorable opinion of each of them.) Do you have a favorable or unfavorable opinion of ...Walter Mondale?",nan,Registered voters (77%),09/12/1984,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,09/7/1984,09/11/1984,Y,National Adult,1953,nan,Telephone Interview,nan,47.0,49.0,4.0
USCAMREP.78OCT.R257,"(I'm going to read you some names. After each name, I'd like you to tell me whether you have a generally favorable or unfavorable opinion of that person. If you have never heard of someone, please just say so.)...Walter Mondale",nan,nan,10/1/1978,Cambridge Reports/Research International,nan,Cambridge Reports National Omnibus Survey,10/1/1978,10/31/1978,N,National adult,1500,nan,Face-to-face interview,Sample size is approximate.,42.0,23.0,35.0
USLAT.63.R094,"What is your impression of Former Vice President Walter Mondale. As of today, is it very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable--or haven't you heard enough about that person yet to say.",nan,nan,11/1/1982,Los Angeles Times,nan,Los Angeles Times Poll,11/14/1982,11/18/1982,Y,National Adult,1475,nan,Telephone Interview,nan,57.0,23.0,20.0
USLAT.90.RO,"(Mark an 'X' to show your general attitude toward each of the following.) As of today, what is your impression of...Former Vice Pres. (President) Walter Mondale?",nan,nan,11/6/1984,Los Angeles Times,nan,Los Angeles Times Exit Poll 1984,11/6/1984,11/6/1984,Y,Exiting Voters,7311,nan,Mail Questionnaire/Self-enumerated questionnaire,Self administered printed questionnaire,43.0,44.0,12.0
USCPS.80PREE.QG01H,"(I'd like to get your feelings toward some of our political leaders and other people who are in the news these days. I'll read the name of a person and I'd like you to rate that person using this feeling thermometer. You may use any number from 0 to 100 for a rating. Ratings between 50 and 100 degrees mean that you feel favorable and warm toward the person. Ratings between 0 and 50 degrees mean that you don't feel too favorable toward the person. If we come to a person whose name you don't recognize, you don't need to rate that person. Just tell me and we'll move on to the next one. If you do recognize the name, but don't feel particularly warm or cold toward the person, you would rate that person at the 50 degree mark.)... Walter Mondale. How would you rate him using the thermometer?",Mean = 54.22.,nan,08/1/1982,"Survey Research Center at University of Michigan (ANES American National Election Studies); Center for Political Studies, University of Michigan",National Science Foundation (NSF),American National Election Study 1980 (Pre-Election),09/2/1980,11/3/1980,Y,National adult,1614,nan,Face-to-face interview,"A post-election survey with re-interviews of 1408 (87%) of the pre-election respondents was conducted November 4, 1980-February 7, 1981.",42.0,49.0,10.0
USABCWP.142.R04C,"(I'm going to mention the names of a few public figures, and I'd like you to tell me if you have a favorable or unfavorable opinion of each of them.) Do you have a favorable or unfavorable opinion of...Walter Mondale?",nan,Asked of partial sample of registered voters (14% of registered voters),10/4/1984,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,10/29/1984,11/1/1984,Y,Respondents from the 48 state poll (#8624),15933,nan,Telephone Interview,nan,41.0,49.0,9.0
USPENN.84FEB.R05,"(For each of the following people, please tell me if you know the person, and, if so, whether you are very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable towards the person.).... Walter Mondale",nan,nan,03/1/1984,Penn & Schoen Associates,Garth Analysis,Garth Analysis Survey,02/8/1984,02/12/1984,Y,National Registered Voters,1008,nan,Telephone Interview,nan,48.0,39.0,12.0
USABCWP.84OCT.R08C,"(I'm going to mention the names of a few public figures, and I'd like you to tell me if you have a favorable or unfavorable opinion of each of them.) Do you have a favorable or unfavorable opinion of...Walter Mondale?",nan,Registered voters (74%),10/23/1984,Chilton Research Services,ABC News; Washington Post,ABC News/Washington Post Poll,10/22/1984,10/23/1984,Y,National Adult,1983,nan,Telephone Interview,nan,50.0,44.0,7.0
USGALNEW.092484.R05E,(Do you have a generally favorable or unfavorable opinion of the following?)...Walter Mondale.,nan,nan,09/24/1984,Gallup Organization,Newsweek Magazine,Gallup/Newsweek Poll,09/6/1984,09/9/1984,Y,Registered Voters,1005,nan,Telephone Interview,nan,51.0,40.0,9.0
USCBSNYT.062476.R36A2,"Do you have a favorable or unfavorable opinion about...Senator Walter Mondale of Minnesota...or don't you know enough about him to have an opinion? (If respondent seems to have trouble answering to 'favorable' or 'unfavorable', ask it they can say if it's just 'generally' favorable or unfavorable, or if they are still undecided.)",nan,nan,06/24/1976,CBS News; New York Times,nan,CBS News/New York Times Poll,06/15/1976,06/20/1976,Y,National Adult,1454,nan,Telephone Interview,nan,14.0,6.0,80.0
USGALLUP.1239.Q50G,You will notice that the 10 boxes on this card go from the highest position of plus five--for someone you have a very FAVORABLE opinion of--all the way down to the lowest position of minus five--for someone you have a very UNFAVORABLE opinion of. How far up the scale or how far down the scale would you rate the following? Walter Mondale,nan,nan,09/13/1984,Gallup Organization,nan,Gallup Poll,07/27/1984,07/30/1984,Y,National Adult,1579,nan,Face-to-face interview,nan,68.0,30.0,4.0
USPENN.83SEP.R05,"(For each of the following people, please tell me if you know the person, and, if so, whether you are very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable towards the person.)... Walter Mondale",nan,nan,09/19/1983,Penn & Schoen Associates,Garth Analysis,Garth Analysis Survey,08/26/1983,08/30/1983,Y,Registered voters,1010,nan,Telephone Interview,nan,51.0,33.0,17.0
USCBSNYT.84PRE2.R09D,"Is your opinion of...Walter Mondale... favorable, not favorable, undecided, or haven't you heard enough about...Walter Mondale...yet to have an opinion? (If 'Don't know,' ask:) Are you undecided or have you not heard enough about him?",nan,Registered voters (77%),11/1/1984,CBS News; New York Times,nan,CBS News/New York Times Poll,11/2/1984,11/4/1984,Y,National Adult,2394,nan,Telephone Interview,nan,36.0,45.0,19.0
USCBSNYT.060083.R11,"Do you have a favorable or not favorable opinion about Walter Mondale, or don't you know enough about him to have an opinion?",nan,nan,06/1/1983,CBS News; New York Times,nan,CBS News/New York Times Poll,06/20/1983,06/26/1983,Y,National adult,1365,nan,Telephone Interview,nan,40.0,27.0,33.0
