QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USGALLUP.96E1008T.Q04B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters/don't need to register interviewed on October 6 only (82% of registered voters/don't need to register interviewed October 6).,09/28/1996,Gallup Organization,CNN; USA Today,Gallup/CNN/USA Today Poll,09/2/1996,11/4/1996,Y,National adult,1200,nan,Telephone Interview,Data is from the 1996 General Election Tracking Survey of independent three day (September) or two day (October-November) tracking results.,51.0,40.0,9.0
USTARR.102396.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,10/24/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,10/20/1996,10/23/1996,Y,National likely voters,1000,nan,Telephone Interview,nan,49.0,42.0,8.0
USTARR.091596.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,09/16/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,09/10/1996,09/15/1996,Y,National likely voters,1000,nan,Telephone Interview,"Interviews conducted Sept. 10-12, 15.",48.0,42.0,10.0
USTARR.091696.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,09/17/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,09/11/1996,09/16/1996,Y,National likely voters,1000,nan,Telephone Interview,"Interviews conducted Sept. 11-12, 15-16.",48.0,43.0,9.0
USTARR.101796.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,10/18/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,10/14/1996,10/17/1996,Y,National likely voters,1000,nan,Telephone Interview,nan,43.0,49.0,8.0
USGALLUP.96E1007T.Q04B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters/don't need to register (83%). * = less than .5 percent,09/28/1996,Gallup Organization,CNN; USA Today,Gallup/CNN/USA Today Poll,09/2/1996,11/4/1996,Y,National adult,1200,nan,Telephone Interview,Data is from the 1996 General Election Tracking Survey of independent three day (September) or two day (October-November) tracking results.,51.0,40.0,9.0
USTARR.101696.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,10/17/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,10/13/1996,10/16/1996,Y,National likely voters,1000,nan,Telephone Interview,nan,44.0,48.0,8.0
USGALLUP.96MY09.R12B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him or her.)... Bob Dole",* = less than .5 percent.,nan,05/1/1996,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,05/9/1996,05/12/1996,Y,National adult,1001,nan,Telephone Interview,nan,51.0,45.0,5.0
USTARR.092996.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,09/30/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,09/24/1996,09/29/1996,Y,National likely voters,1000,nan,Telephone Interview,"Interviews conducted Sept. 24-26, 29",45.0,47.0,8.0
USLAT.100896.R06B,"What is your impression of...Bob Dole? As of today, is it very favorable, somewhat favorable, somewhat unfavorable, very unfavorable, or haven't you heard enough about him to say?",nan,nan,10/8/1996,Los Angeles Times,nan,Los Angeles Times Poll,10/3/1996,10/6/1996,Y,National adults including a panel callback,2298,nan,Telephone Interview,2298 national adults were interviewed initially. The results here include only the 896 panel of registered voters who had said they would watch the debate and said they had when re-interviewed after the debate.,51.0,45.0,4.0
USYANKP.062596.R24B,"(I'm going to read you the names of some people in the news today. Please tell me whether you have generally favorable or generally unfavorable impressions of that person, or whether you are not familiar enough with that person to say one way or the other.)... Bob Dole",nan,nan,06/25/1996,"Yankelovich Partners, Inc.",Time Magazine; Cable News Network (CNN),Time/CNN/Yankelovich Partners Poll,06/12/1996,06/13/1996,Y,National adult,1004,Q24B,Telephone Interview,nan,54.0,32.0,14.0
USGALLUP.96E1004T.Q04B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters/don't need to register (83%),09/28/1996,Gallup Organization,CNN; USA Today,Gallup/CNN/USA Today Poll,09/2/1996,11/4/1996,Y,National adult,1200,nan,Telephone Interview,Data is from the 1996 General Election Tracking Survey of independent three day (September) or two day (October-November) tracking results.,52.0,38.0,10.0
USGALLUP.96E1003T.Q04B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters/don't need to register interviewed on October 2 only (81% of those interviewed on October 2 only),09/28/1996,Gallup Organization,CNN; USA Today,Gallup/CNN/USA Today Poll,09/2/1996,11/4/1996,Y,National adult,1200,nan,Telephone Interview,Data is from the 1996 General Election Tracking Survey of independent three day (September) or two day (October-November) tracking results.,49.0,41.0,10.0
USGALLUP.96AG28.R3B,"(Next, I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters (83%),09/1/1996,Gallup Organization,nan,Gallup/CNN/USA Today Poll,08/28/1996,08/29/1996,Y,National Adult,738,nan,Telephone Interview,Registered voters includes registered voters and don't need to register.,55.0,35.0,11.0
USYANKP.020696.R07A,"Regardless of who you support as the Republican nominee for President, please tell me whether you have generally favorable or generally unfavorable impressions of each of the following, or whether you are not familiar enough with that person to say one way or the other.... Bob Dole",nan,nan,02/6/1996,Yankelovich Partners,Time; Cable News Network (CNN),Time/CNN/Yankelovich Partners Poll,01/27/1996,01/30/1996,Y,"National registered voters, self-identified as Republicans",1117,nan,Telephone Interview,"The respondents in this survey identified themselves as Republicans or Republican leaning Independents in a survey Oct. 31-Nov. 6, 1995.",70.0,23.0,7.0
USCPPBU.96001.Q22,"Is your opinion of Robert Dole favorable, not favorable, undecided, or haven't you heard enough yet to have an opinion?",nan,nan,02/29/1996,"Center for Public Policy, Brown University",nan,National Survey on Democracy,01/29/1996,02/4/1996,Y,National adult,912,nan,"Telephone Interview, Landline",nan,19.0,32.0,49.0
USGALLUP.96E0908T.Q04B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters/don't need to register interviewed on September 5 only (83% of those interviewed on September 5),09/28/1996,Gallup Organization,CNN; USA Today,Gallup/CNN/USA Today Poll,09/2/1996,11/4/1996,Y,National adult,1200,nan,Telephone Interview,Data is from the 1996 General Election Tracking Survey of independent three day (September) or two day (October-November) tracking results.,52.0,34.0,14.0
USGALLUP.96E1017T.Q04B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters/don't need to register (81%),09/28/1996,Gallup Organization,CNN; USA Today,Gallup/CNN/USA Today Poll,09/2/1996,11/4/1996,Y,National adult,1200,nan,Telephone Interview,Data is from the 1996 General Election Tracking Survey of independent three day (September) or two day (October-November) tracking results.,51.0,41.0,8.0
USTARR.100896.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,10/9/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,10/3/1996,10/8/1996,Y,National likely voters,1000,nan,Telephone Interview,"Interviews conducted Oct. 3, 6-8",45.0,46.0,9.0
USCBS.031296.R12,"Is your opinion of Bob Dole favorable, not favorable, undecided, or haven't you heard enough about Bob Dole yet to have an opinion?",nan,Registered voters.,03/12/1996,CBS News,nan,CBS News Poll,03/10/1996,03/11/1996,Y,National Adult,1265,nan,Telephone Interview,nan,25.0,35.0,40.0
USTARR.102496.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,10/25/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,10/21/1996,10/24/1996,Y,National likely voters,1000,nan,Telephone Interview,nan,50.0,42.0,8.0
USGALLUP.101796.R03B,(Please say whether you have a favorable or unfavorable opinion of each of the following people or if you have never heard of him.)... Bob Dole,nan,nan,10/17/1996,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,10/16/1996,10/16/1996,Y,National registered voters who watched debate (see note),601,nan,Telephone Interview,"The respondents were first interviewed October 11-15, 1996 and they indicated there was some chance they would watch the presidential debate Oct. 16, 1996 and were willing to be called back. Only those who watched at least only some when re-interviewed Oct. 16 are included.",60.0,37.0,3.0
USGALLUP.96JL18.R07B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him or her.)... Bob Dole",* = less than .5 percent.,nan,07/1/1996,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,07/18/1996,07/21/1996,Y,National adult,1010,nan,Telephone Interview,nan,49.0,44.0,8.0
USNYT.96JUNE.R015,"Is your opinion of Bob Dole favorable, not favorable, undecided or haven't you heard enough about Bob Dole yet to have an opinion?",nan,Asked of registered voters (81%),06/1/1996,New York Times,nan,New York Times Poll,06/20/1996,06/23/1996,Y,National adult,1121,nan,Telephone Interview,nan,27.0,35.0,39.0
USGALLUP.96E0906T.Q04B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters/don't need to register (83%). * = less than .5 percent,09/28/1996,Gallup Organization,CNN; USA Today,Gallup/CNN/USA Today Poll,09/2/1996,11/4/1996,Y,National adult,1200,nan,Telephone Interview,Data is from the 1996 General Election Tracking Survey of independent three day (September) or two day (October-November) tracking results.,52.0,37.0,11.0
USCSRUVA.96PCUL.R015L,"(I will read off the names of some people in the news. As I read each name, tell me if your opinion of them is very favorable, mostly favorable, mostly unfavorable, or very unfavorable--or if you have never heard of them.)... Bob Dole",nan,nan,03/1/1997,"Center for Survey Research, University of Virginia",Post-Modernity Project at the University of Virginia,1996 Survey of American Political Culture,01/27/1996,04/14/1996,Y,National adult,2047,nan,Face-to-face interview,The principal investigator was James Davison Hunter. Field work was conducted by The Gallup Organization.,47.0,53.0,0.0
USTARR.100696.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,10/7/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,10/1/1996,10/6/1996,Y,National likely voters,1000,nan,Telephone Interview,"Interviews conducted Oct. 1-3, 6",44.0,46.0,10.0
USTARR.102796.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,10/28/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,10/22/1996,10/27/1996,Y,National likely voters,1000,nan,Telephone Interview,"Interviews conducted Oct. 22-24, 27",49.0,43.0,8.0
USGALLUP.96E1020T.Q04B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters/don't need to register (83%). * = less than .5 percent,09/28/1996,Gallup Organization,CNN; USA Today,Gallup/CNN/USA Today Poll,09/2/1996,11/4/1996,Y,National adult,1200,nan,Telephone Interview,Data is from the 1996 General Election Tracking Survey of independent three day (September) or two day (October-November) tracking results.,52.0,41.0,8.0
USCBS.091996.R03,"Is your opinion of Bob Dole favorable, not favorable, undecided, or haven't you heard enough about Bob Dole yet to have an opinion?",nan,Registered voters,09/19/1996,CBS News,nan,CBS News Poll,09/16/1996,09/18/1996,Y,National Adult,1615,nan,Telephone Interview,nan,25.0,38.0,37.0
USPSRA.102596.R18B,"Would you say your overall opinion of Bob Dole is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",* = less than .5 percent,Registered voters Oct. 17-20 only,10/25/1996,Princeton Survey Research Associates,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Pre-Election Survey,10/14/1996,10/20/1996,Y,National Adult,1938,nan,Telephone Interview,Registered voters includes only those who said they are absolutely certain they are registered.,43.0,54.0,3.0
USGALLUP.96E1102T.Q04B,"(I will read off the names of some people in the news. As I read each name, please say whether you have a favorable or unfavorable opinion of this person--or if you have never heard of him.)... Bob Dole",nan,Asked of registered voters/don't need to register (83%). * = less than .5 percent,09/28/1996,Gallup Organization,CNN; USA Today,Gallup/CNN/USA Today Poll,09/2/1996,11/4/1996,Y,National adult,1200,nan,Telephone Interview,Data is from the 1996 General Election Tracking Survey of independent three day (September) or two day (October-November) tracking results.,52.0,40.0,9.0
USTARR.090896.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,09/9/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,09/3/1996,09/8/1996,Y,National likely voters,1000,nan,Telephone Interview,"Interviews conducted Sept. 3-5, and 8.",46.0,45.0,9.0
USTARR.100996.R2,"(Now, I would like to read you the names of some individuals who have been mentioned in the news recently. For each one, please tell me whether you have a favorable or an unfavorable impression of that person. If you do not recognize the name, just say so.)... Bob Dole",nan,nan,10/10/1996,The Tarrance Group; Lake Research,Hotline; Tarrance Group; Lake Research,HOTLINE/Battleground Tracking Poll,10/6/1996,10/9/1996,Y,National likely voters,1000,nan,Telephone Interview,nan,46.0,45.0,9.0
